# Cluster list (18 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 27570 26.4340492202 24.5401280377 27.2659137106 
2 1050 50.4591961905 48.2291038095 8.333847619 
3 480 24.4226583333 54.017875 44.6766104167 
4 180 -0.5275944444 59.1258777778 42.9393055556 
5 120 -6.1330833333 1.4945166667 7.2685416667 
6 90 -5.0796777778 29.0277888889 56.2457555556 
7 90 -3.1939444444 9.0284222222 47.1106555556 
8 90 6.7539666667 2.9760444444 23.2811111111 
9 60 8.9918 -10.6703833333 2.6489833333 
10 30 8.2195666667 60.1078 55.8314666667 
11 30 57.0663666667 4.8631 23.4837333333 
12 30 -3.1604 5.4213666667 -6.8547333333 
13 30 43.5860333333 51.2181333333 51.8505666667 
14 30 14.2325 -4.1758 -15.1668333333 
15 30 2.1809333333 20.1869 -10.4933333333 
16 30 10.7143333333 65.1367 5.0411333333 
17 30 41.4452333333 59.9311 34.5149333333 
18 30 -3.9096666667 53.6033666667 -1.0305333333 
