# Cluster list (56 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 19020 38.7239024185 27.6258193481 38.2169427445 
2 2730 7.1409029304 39.8487534799 29.450981685 
3 1170 53.9903435897 55.8845709402 11.3034230769 
4 1170 17.1617615385 54.4477435897 9.0728418803 
5 450 18.1144488889 -1.61974 4.6151911111 
6 420 14.8735261905 53.9119809524 37.67035 
7 420 2.8814690476 56.8772785714 52.4221452381 
8 390 64.2240948718 5.9676666667 13.8920589744 
9 360 22.2278 66.2724166667 52.5801916667 
10 270 58.6035814815 67.9438925926 35.2655518519 
11 210 19.4190428571 35.7203619048 -3.741152381 
12 180 64.0891388889 70.0810611111 14.0441277778 
13 180 2.9322666667 66.9241777778 43.6152777778 
14 150 39.0083 1.73158 24.6265866667 
15 150 38.9293066667 68.51798 22.3230266667 
16 150 66.8085466667 3.91772 62.69936 
17 120 -1.3965583333 19.9023416667 67.45875 
18 120 66.919025 1.72335 44.4202583333 
19 120 7.5164 9.32095 9.9219916667 
20 120 69.3697583333 66.3644416667 44.8994666667 
21 120 31.5504833333 50.184375 3.4271 
22 120 65.4299416667 21.5064666667 65.7619083333 
23 90 -1.2742111111 0.6124555556 13.2861666667 
24 90 38.6176333333 7.0620666667 -5.5263555556 
25 90 -0.9963888889 58.7657777778 1.4915666667 
26 90 -4.5446777778 36.2517777778 66.4134111111 
27 90 16.8646888889 62.2207222222 71.0749666667 
28 90 -2.5103333333 9.6350333333 12.7584111111 
29 90 0.2284777778 4.0673666667 64.8725333333 
30 90 50.6848888889 1.5153444444 22.9289777778 
31 90 -9.6923444444 31.9212333333 11.9268777778 
32 90 19.9418777778 35.7243666667 64.1438777778 
33 60 -6.4334 15.69195 42.7017333333 
34 60 24.6860333333 24.6148 0.4492333333 
35 60 39.62805 27.1061833333 35.6007333333 
36 60 37.4038 44.6386333333 14.2827666667 
37 60 -2.0817166667 37.0668833333 -1.2743833333 
38 60 66.0381166667 57.8381333333 0.8723666667 
39 60 72.2976333333 24.5979833333 26.7272666667 
40 60 33.6675166667 71.0404333333 45.1389333333 
41 30 1.7663333333 1.3895 -3.2081333333 
42 30 14.2876666667 81.2123 55.9348333333 
43 30 36.5763666667 44.1131 81.5183666667 
44 30 12.5737666667 72.9575666667 32.9439666667 
45 30 66.8634 20.1475666667 2.1023 
46 30 12.4370666667 -6.5366333333 75.7988 
47 30 -9.0951333333 45.7010666667 50.3514666667 
48 30 -0.6993666667 70.0838333333 61.0900666667 
49 30 -4.5414333333 0.1364 33.3106666667 
50 30 -5.3191 45.6042333333 77.7513 
51 30 25.9778 77.7679 18.2426333333 
52 30 10.1556333333 18.3738333333 74.2443 
53 30 45.7077333333 73.5926 40.6433333333 
54 30 53.1898666667 39.9106 -8.81 
55 30 -0.9875666667 68.3077 15.5672 
56 30 65.0539333333 57.5915 65.9566666667 
