# Cluster list (22 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 27240 29.1605703377 28.0867470999 30.2950183554 
2 480 40.0866770833 37.2056958333 -2.3841666667 
3 330 43.7725212121 55.4595242424 3.1803545455 
4 300 40.2108733333 10.7371266667 -3.4708133333 
5 240 -0.7781166667 28.1723958333 57.2227458333 
6 240 31.5046583333 62.297525 16.5883333333 
7 180 11.9784388889 -2.4982222222 61.5013277778 
8 180 4.4884166667 57.6437 37.2146888889 
9 120 1.036025 -5.2313166667 11.784875 
10 120 58.5112916667 16.9779 59.3987333333 
11 90 62.1070888889 16.6297444444 0.1723111111 
12 90 30.3956111111 48.6092111111 64.7660777778 
13 60 18.8546666667 63.78895 16.8412166667 
14 60 59.7707666667 -0.1952666667 53.1217166667 
15 60 36.2513166667 19.9226 67.7352833333 
16 30 49.1500333333 70.1465333333 43.2541333333 
17 30 43.7134 -9.9501 30.3156666667 
18 30 25.4312333333 1.3514666667 -9.7233666667 
19 30 -1.1917666667 28.9248 -1.1523666667 
20 30 15.3036666667 67.6427 42.4573333333 
21 30 -2.2395333333 0.5910333333 28.4721666667 
22 30 61.3617333333 52.7952666667 68.8574333333 
