# Cluster list (26 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 28830 33.4472432536 32.4966323968 33.8356154353 
2 120 62.3557333333 -1.2828333333 6.947475 
3 120 24.0264 37.3322666667 64.6520833333 
4 120 70.7442166667 63.7008833333 44.1981916667 
5 90 -6.4605333333 56.5910111111 57.4040444444 
6 60 -5.7346166667 -0.5541166667 11.73795 
7 60 24.20255 0.5980166667 2.6674833333 
8 60 71.88065 49.22295 0.1654166667 
9 30 -2.2703333333 9.68 3.8993 
10 30 36.1146 63.0181 65.0808 
11 30 16.3931 76.5599 30.4676 
12 30 30.6193 67.165 63.4806666667 
13 30 -6.3977666667 54.9681 19.1322 
14 30 63.2586333333 -6.9906666667 58.1350333333 
15 30 40.3414333333 42.5806 84.4723333333 
16 30 48.5432666667 59.4707666667 68.6400333333 
17 30 68.1661666667 15.4624333333 68.8372333333 
18 30 5.5273333333 -5.2218 71.9400666667 
19 30 -5.8631666667 47.4355333333 45.3216666667 
20 30 29.7542666667 70.3362333333 27.0827333333 
21 30 69.1055666667 2.6284333333 71.1756666667 
22 30 -6.3709666667 30.6490666667 10.701 
23 30 72.6355333333 31.1115333333 12.1061666667 
24 30 59.1315333333 71.4648666667 60.0488666667 
25 30 -2.9654666667 61.8882333333 6.3073666667 
26 30 62.2478333333 34.4476666667 3.1556 
