# Cluster list (81 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 23370 41.2982120668 42.258617929 45.5423489944 
2 660 7.9103560606 22.4941530303 74.0472742424 
3 480 66.0106 52.9842479167 4.2280979167 
4 420 78.4562142857 68.14215 22.031847619 
5 300 77.7339633333 40.2085433333 15.6197266667 
6 270 72.0367851852 82.6900407407 13.0826666667 
7 270 19.3101962963 -0.3672259259 4.9248888889 
8 270 21.3813 48.7282962963 2.3695296296 
9 180 37.6522333333 0.5818611111 75.4379944444 
10 150 32.2353866667 75.2732266667 0.5094733333 
11 150 2.9479 11.79008 50.6376333333 
12 150 39.2875733333 48.8188733333 8.9937466667 
13 120 79.8397583333 0.2436083333 65.390675 
14 120 37.211275 19.8098666667 89.2198 
15 120 79.3483416667 86.2826666667 29.37765 
16 90 81.4013444444 -1.6573666667 10.5199777778 
17 90 82.4095 87.3335666667 65.3209111111 
18 90 65.5613555556 33.0321555556 2.8548444444 
19 90 82.2458111111 37.4162333333 70.5358888889 
20 90 42.0577222222 74.4640666667 14.0419555556 
21 90 28.7599111111 -3.0306111111 58.6093666667 
22 90 43.8636666667 9.9017444444 84.6897888889 
23 90 73.3922888889 0.5576333333 42.5742111111 
24 90 58.7769111111 16.1645111111 89.8627 
25 90 49.6267222222 -3.0191555556 29.4859222222 
26 90 81.2484333333 25.1337777778 -0.0298444444 
27 60 55.3772 -0.96335 40.0290333333 
28 60 -2.5735 -7.9307 8.4208 
29 60 32.0694333333 -0.0807166667 8.25185 
30 60 -6.83485 66.6051333333 21.6888 
31 60 76.28865 0.3153166667 25.3740833333 
32 60 17.0764 81.4122 9.6170333333 
33 60 55.2117 82.2419 10.7002833333 
34 60 29.02975 36.3813 -1.8707166667 
35 60 5.0314333333 9.1682333333 89.7767 
36 60 89.2746 -0.6820833333 78.7384 
37 60 85.6361666667 4.8240666667 25.6789666667 
38 30 26.1974 7.1643 40.6801333333 
39 30 16.9007 22.9109333333 -1.1945333333 
40 30 4.9455666667 24.1995333333 7.1103 
41 30 38.9780666667 41.085 22.0287 
42 30 1.6168666667 90.9888333333 5.9497666667 
43 30 -4.7581666667 48.6793333333 -2.8390666667 
44 30 32.4914333333 37.1285333333 -17.5403 
45 30 48.7863 54.8143 40.1716333333 
46 30 82.0446666667 -5.1086333333 49.1217666667 
47 30 -6.1252 49.3019666667 33.4384666667 
48 30 54.3982666667 29.9766 93.5002 
49 30 -0.3403666667 -0.0286666667 -7.7129666667 
50 30 30.9682666667 24.5932333333 -1.8396 
51 30 62.0469666667 20.7458666667 -10.5475 
52 30 39.917 49.9741 94.5482666667 
53 30 31.7349333333 86.7004666667 16.4961666667 
54 30 80.8604 13.1900666667 -5.8132333333 
55 30 48.8573666667 29.0586666667 85.4860666667 
56 30 21.1942 90.9539333333 37.3185 
57 30 -5.4075333333 48.948 78.4744 
58 30 11.7310333333 -2.883 91.6331 
59 30 2.7024 10.7633333333 25.3632333333 
60 30 68.5210666667 87.6364666667 1.1895 
61 30 90.2525333333 19.4649333333 57.5327666667 
62 30 79.3703 51.3424666667 78.0618333333 
63 30 57.8823666667 52.1855666667 79.3350333333 
64 30 -10.5122666667 37.6315 9.7478 
65 30 -15.8938666667 33.9080666667 49.9312 
66 30 81.7503333333 72.7407666667 60.1252333333 
67 30 28.5984333333 -3.4808666667 95.2516333333 
68 30 -1.1077 58.9601333333 88.3927333333 
69 30 33.2011333333 92.0666333333 63.7322333333 
70 30 86.8528333333 59.3186333333 -2.0465 
71 30 83.5405666667 12.8869666667 42.4631 
72 30 1.2063 1.3766 80.5216666667 
73 30 21.9143 90.1658333333 23.5683 
74 30 61.5211666667 88.1967333333 -7.272 
75 30 86.9709666667 75.9144 46.8956333333 
76 30 6.1873333333 0.0908666667 25.7564 
77 30 40.5463666667 87.1002 15.6861333333 
78 30 68.8376666667 43.8708 -3.4856666667 
79 30 25.1943 14.4961333333 8.8814 
80 30 -3.8246666667 76.9884 12.6799 
81 30 87.2769666667 20.7845333333 17.2610333333 
