Step,Total,Kinetic,Bonded,Non-Bonded,Pressure
0,-4106.406678561099,51220.81750132541,20876.294962538097,-76203.51914242461,0.12495679356993822
2,-4442.757705513854,51234.63523402222,20862.599974664216,-76539.9929142003,0.0941418775943351
4,-4312.826422913815,51199.0620641827,20884.39469090009,-76396.2831779966,0.11202292288333843
6,-4901.0474500138735,51346.735333863224,20716.541953289172,-76964.32473716626,0.09778996132067425
8,-5490.904725798129,50849.07335870985,20770.98769036113,-77110.9657748691,0.10268929874424054
10,-5802.432736578878,50869.796279073016,20875.32607556532,-77547.55509121722,0.09740394814074521
12,-6423.331112772052,50886.84691192969,20827.586064325635,-78137.76408902738,0.0592950109331466
14,-6523.221598106546,51500.19791160271,20487.320297711085,-78510.73980742035,0.10515485612020459
16,-6276.977136015797,51578.12373030839,20869.089847388925,-78724.19071371312,0.060818952194813536
18,-7112.077688065336,50912.78288767091,20775.6102312322,-78800.47080696846,0.09564728469929762
20,-7037.705385418551,51230.415186218735,20575.37345875564,-78843.49403039293,0.10553274378983926
22,-7589.51523296925,50931.0280146533,20484.241725985365,-79004.78497360791,0.11146330638710256
24,-7952.014330300299,51003.35333304849,20850.237610186963,-79805.60527353574,0.0726226957470264
26,-7868.212275294631,51080.567605398624,20750.00330860304,-79698.7831892963,0.061464087847429016
28,-8144.0245834495145,50957.608054334385,20827.014265307003,-79928.6469030909,0.06426682609469947
30,-8973.51571877356,50594.84221680641,20953.099817264934,-80521.4577528449,0.07035592548962849
32,-8565.942807567924,50781.992618292505,20987.93795336635,-80335.87337922679,0.059527133417260625
34,-9656.687556668352,50733.30215206398,20527.228385770846,-80917.21809450319,0.06928536831038024
36,-9057.055177130656,51072.02281275036,20651.5701235868,-80780.64811346782,0.08393120889073447
38,-9463.751570917397,51166.5733196234,20556.65663508046,-81186.98152562126,0.058667328760893894
40,-9413.25792346226,50920.07518345652,20877.79639136016,-81211.12949827894,0.04927958111670633
42,-9375.468300568122,50817.94523924558,20953.15150301974,-81146.56504283345,0.06495604454798981
44,-9996.104157609501,50828.302613431966,20867.63996706679,-81692.04673810826,0.0693252647669047
46,-9667.998077237062,51283.655964554375,20807.883136057495,-81759.53717784894,0.0673207522328984
48,-10232.551135105838,50815.51810978745,20667.616941967557,-81715.68618686084,0.05951079962802397
50,-10007.047494996157,51102.40106847141,20886.89849760239,-81996.34706106996,0.05693450624637303
52,-10356.403753128492,50784.78316724481,20862.545724329688,-82003.73264470298,0.05436415849871479
54,-10693.669603526054,50840.94343786998,20859.178405832088,-82393.79144722813,0.039799986018071776
56,-10648.0355124431,51144.6949224155,20694.787762429867,-82487.51819728847,0.07507423102887908
58,-11121.201993298251,51065.36718019965,20781.21654287389,-82967.7857163718,0.054207595319894886
