# Cluster list (17 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 13734 18.2311158439 17.5521021552 17.6415931265 
2 28 -3.4692857143 39.8979285714 -0.0214285714 
3 28 3.9804642857 35.6119642857 1.4205714286 
4 28 -7.5632142857 33.6992142857 40.7961785714 
5 14 1.7806428571 47.4125714286 29.5312857143 
6 14 -0.9630714286 42.3073571429 18.2252142857 
7 14 -12.3064285714 12.7755 10.3498571429 
8 14 -5.1349285714 13.4375714286 16.9834285714 
9 14 23.6874285714 32.1323571429 41.5800714286 
10 14 18.4442142857 45.336 15.8402857143 
11 14 22.9474285714 32.6705 -8.7375714286 
12 14 13.2728571429 -6.2423571429 40.2481428571 
13 14 11.5801428571 19.9918571429 43.5582857143 
14 14 -13.3573571429 4.4362142857 3.0694285714 
15 14 42.6922857143 18.35 13.5785 
16 14 7.7517857143 42.4532142857 -4.3037142857 
17 14 36.8565714286 44.6172142857 17.7213571429 
