# Cluster list (342 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 5880 33.2330967687 29.7587654762 31.9722901361 
2 210 57.0500619048 7.3564904762 42.2787142857 
3 196 10.1222908163 58.8845306122 38.6600714286 
4 182 10.9685989011 57.1009945055 16.1922637363 
5 154 25.374974026 25.167987013 63.388025974 
6 112 8.5729285714 45.9145714286 -0.1845446429 
7 112 51.5269910714 33.8091785714 62.5693035714 
8 98 9.9518673469 31.6539489796 64.925877551 
9 98 43.8868367347 64.0929693878 51.9211020408 
10 84 29.3357738095 50.2260952381 33.2328928571 
11 84 19.4088214286 17.65825 53.1448809524 
12 84 22.6591547619 -6.2010238095 51.2383928571 
13 70 58.3213714286 35.1183714286 29.5094285714 
14 70 5.1386142857 33.5584857143 47.3528857143 
15 70 15.6665428571 41.8622857143 66.3703714286 
16 70 52.5905428571 57.9988714286 15.8854857143 
17 70 -0.9426285714 23.7157 15.0527857143 
18 70 69.1934571429 5.6753285714 46.9658285714 
19 70 -3.6611857143 51.9470857143 12.6263571429 
20 70 0.7722571429 37.1331428571 37.8861428571 
21 70 48.0564428571 2.8503 25.9258 
22 56 69.8349642857 15.4941964286 -1.616375 
23 56 14.8552142857 6.9244285714 52.2325535714 
24 56 40.1878035714 2.5456071429 49.5535714286 
25 56 30.0544821429 41.5304821429 64.85375 
26 56 32.1465357143 66.5437857143 71.1359285714 
27 56 49.3434285714 56.2889107143 59.8149285714 
28 56 -2.6682142857 27.8544285714 51.9158035714 
29 56 0.7689285714 35.7132142857 12.3340892857 
30 56 69.7394642857 36.41375 29.8339821429 
31 56 29.241375 48.91475 3.7708035714 
32 42 41.7297619048 22.0016190476 62.9129047619 
33 42 55.2506428571 8.9103333333 11.984 
34 42 40.156547619 10.0456666667 -1.7539047619 
35 42 43.0797380952 55.2579047619 29.6025238095 
36 42 39.4828333333 30.0635714286 -2.6431666667 
37 42 32.6338333333 57.5428333333 18.8602380952 
38 42 15.1315238095 35.5112619048 22.1148571429 
39 42 5.908452381 5.8780952381 30.9193809524 
40 42 41.7641666667 18.0735714286 71.5068809524 
41 42 25.4906190476 28.746 13.4000952381 
42 42 52.2471904762 63.6379761905 22.7885714286 
43 42 59.8434761905 39.5656190476 -2.1919761905 
44 42 61.8167619048 70.8172380952 4.5170238095 
45 42 60.145 63.1936428571 53.5132619048 
46 42 60.9486666667 17.7749761905 12.1102380952 
47 42 15.9918095238 48.3806666667 24.9217380952 
48 42 67.4073571429 3.2460238095 11.6072380952 
49 28 71.9963928571 62.7607857143 19.8523928571 
50 28 24.0536428571 25.9146428571 31.6531785714 
51 28 3.71175 6.7469285714 54.7109285714 
52 28 3.8315714286 41.7768214286 46.59425 
53 28 45.4255 66.8792142857 3.9108928571 
54 28 -2.1576071429 14.3984285714 55.0421071429 
55 28 3.6124642857 20.7903571429 68.9346428571 
56 28 11.3063928571 9.8749642857 -8.2107142857 
57 28 54.4832857143 13.0079642857 18.4368214286 
58 28 23.2440357143 0.2430357143 69.6783214286 
59 28 61.1232857143 44.4493214286 16.7544642857 
60 28 37.1135714286 -6.57675 13.4497142857 
61 28 13.2096785714 7.88875 20.6672857143 
62 28 71.7155714286 16.5015714286 27.7043928571 
63 28 17.3868571429 67.2356785714 -3.2581428571 
64 28 57.9118214286 49.9197142857 60.3433571429 
65 28 62.2215714286 51.0240714286 54.5856785714 
66 28 -2.5452857143 26.0665714286 0.7516428571 
67 28 67.85525 22.2895357143 53.09125 
68 28 1.8234642857 15.7935 7.4791071429 
69 28 38.4667857143 39.1460714286 48.98175 
70 28 69.0794285714 13.9032857143 36.4263928571 
71 28 67.8723928571 29.8655 6.5801428571 
72 28 33.64475 54.844 6.0712857143 
73 28 2.5589642857 11.0767142857 17.4099285714 
74 28 -16.4154642857 10.2977857143 47.7153214286 
75 28 -9.8097142857 6.1982857143 69.1101785714 
76 28 11.6350714286 28.0347142857 8.0082857143 
77 28 -6.9076785714 54.1845 66.3907857143 
78 28 72.6708214286 49.5517142857 58.17 
79 28 56.4072142857 63.9225357143 12.5339285714 
80 28 20.2088214286 50.143 4.1387142857 
81 28 14.4722857143 28.6255714286 -6.2046071429 
82 28 68.5063214286 45.5043214286 20.85375 
83 28 26.1903928571 42.7672142857 -7.9046785714 
84 28 69.4318928571 29.7010357143 54.8339642857 
85 28 17.6106785714 46.7298928571 14.9963214286 
86 28 43.2475 54.4258214286 67.0116785714 
87 28 4.2137857143 56.8208214286 46.2774642857 
88 28 26.1086071429 70.6912857143 43.7225357143 
89 28 3.9438214286 26.7044642857 62.5005357143 
90 28 61.7677857143 46.0838928571 7.6204642857 
91 28 16.3158571429 -0.7202142857 11.8103571429 
92 28 26.5598214286 77.8509285714 25.7960357143 
93 28 68.8845714286 24.4911785714 24.6378928571 
94 28 31.1498928571 41.7003928571 47.59275 
95 28 11.9239285714 30.1833214286 77.1622142857 
96 28 48.4253571429 7.3572142857 9.0998928571 
97 28 2.8030357143 57.54625 60.2124285714 
98 14 2.3545714286 77.4318571429 59.2181428571 
99 14 31.1726428571 54.4384285714 43.3016428571 
100 14 11.9312142857 71.9317857143 15.8608571429 
101 14 17.219 14.1672857143 65.1005714286 
102 14 12.2828571429 -15.3757857143 36.564 
103 14 4.0382142857 6.7356428571 26.0713571429 
104 14 53.6996428571 50.7644285714 0.3661428571 
105 14 70.8742142857 49.23 39.6347857143 
106 14 8.8082857143 28.0962142857 -12.2920714286 
107 14 -19.4120714286 31.1215714286 9.4973571429 
108 14 -15.2155 63.9934285714 39.2845714286 
109 14 60.2569285714 50.3005714286 39.6955714286 
110 14 9.7634285714 21.5853571429 -3.9455714286 
111 14 65.8126428571 9.7972142857 10.2215714286 
112 14 25.1896428571 -6.8376428571 9.8813571429 
113 14 29.0232142857 28.9744285714 25.6548571429 
114 14 37.9034285714 49.6236428571 68.4602857143 
115 14 82.7575714286 54.4853571429 -3.9965714286 
116 14 86.0158571429 18.7125 8.1391428571 
117 14 35.7882142857 49.4226428571 23.5727142857 
118 14 28.1760714286 -3.3435 -12.9195714286 
119 14 5.6183571429 26.8556428571 84.9755 
120 14 4.7559285714 44.2223571429 73.8872857143 
121 14 60.4130714286 -3.2500714286 61.9648571429 
122 14 29.7813571429 63.6455714286 7.7429285714 
123 14 3.5738571429 35.5563571429 7.7712857143 
124 14 70.6534285714 4.3314285714 17.1861428571 
125 14 70.0211428571 65.4535714286 55.0552857143 
126 14 -5.3426428571 -11.7346428571 26.2089285714 
127 14 55.7175714286 14.4685714286 70.8994285714 
128 14 15.7972857143 17.6285714286 31.1812857143 
129 14 3.6378571429 -0.4082857143 67.8960714286 
130 14 56.7929285714 27.434 -0.7152142857 
131 14 12.1198571429 22.4472142857 27.6937142857 
132 14 -10.3749285714 60.3252142857 24.0835 
133 14 17.0535 37.0155714286 -8.8306428571 
134 14 79.2814285714 -8.3213571429 25.4715 
135 14 -14.4932142857 24.3068571429 34.5158571429 
136 14 17.8908571429 25.5838571429 27.868 
137 14 69.2752857143 -12.6718571429 52.3257142857 
138 14 23.0942142857 77.0385 -6.3559285714 
139 14 -4.0997142857 73.1342142857 57.5446428571 
140 14 15.0384285714 37.1785 -18.3138571429 
141 14 64.551 36.5172857143 36.1057857143 
142 14 -1.8517142857 56.0245 4.2717857143 
143 14 7.133 3.6493571429 2.6713571429 
144 14 0.1606428571 57.0258571429 21.7095 
145 14 17.5172857143 70.4825 6.023 
146 14 12.1377857143 82.7611428571 61.1179285714 
147 14 82.4800714286 54.6597857143 44.1942857143 
148 14 28.9992857143 16.8546428571 -7.3662142857 
149 14 5.0877857143 44.1413571429 59.2412857143 
150 14 63.463 -12.2604285714 50.2104285714 
151 14 55.9456428571 68.6901428571 41.1206428571 
152 14 9.8976428571 54.4761428571 55.6739285714 
153 14 10.5386428571 59.4298571429 53.9623571429 
154 14 59.9707857143 9.3282857143 82.83 
155 14 57.4617142857 34.72 50.2862142857 
156 14 62.2685 -2.2627142857 20.2816428571 
157 14 30.6595714286 43.3266428571 -0.1317142857 
158 14 -16.3827142857 59.5751428571 5.4080714286 
159 14 -7.0330714286 42.4983571429 23.0054285714 
160 14 49.0560714286 66.7821428571 12.4310714286 
161 14 21.0283571429 6.3224285714 10.285 
162 14 66.8375 36.2715 17.0847142857 
163 14 1.8834285714 81.1885 46.4335 
164 14 59.9565714286 31.2252142857 1.903 
165 14 48.4228571429 24.9165 67.8554285714 
166 14 14.2840714286 3.4897857143 70.9227142857 
167 14 -4.8122857143 22.6152142857 23.6947142857 
168 14 38.8762142857 26.8074285714 71.9904285714 
169 14 49.5342857143 62.9804285714 1.5407142857 
170 14 -0.4978571429 25.7397142857 39.2725714286 
171 14 54.4487142857 3.4488571429 19.2197142857 
172 14 -7.8256428571 61.6582142857 -5.6637142857 
173 14 24.1754285714 78.2175 32.3354285714 
174 14 78.763 65.5466428571 18.4692857143 
175 14 29.1419285714 36.2941428571 58.3483571429 
176 14 56.276 9.6077142857 -9.7238571429 
177 14 13.286 0.6506428571 -6.2842142857 
178 14 33.9272857143 23.1344285714 -10.2082142857 
179 14 25.3288571429 55.7129285714 86.0560714286 
180 14 10.4119285714 57.9315714286 72.2189285714 
181 14 -1.3515714286 50.1215714286 34.7556428571 
182 14 17.0807142857 4.8364285714 67.0955 
183 14 33.9607857143 71.5227142857 19.1606428571 
184 14 38.9796428571 42.3288571429 72.6853571429 
185 14 53.4257857143 70.1108571429 31.6732857143 
186 14 56.8701428571 46.0279285714 -0.8093571429 
187 14 57.8520714286 5.9041428571 26.2395714286 
188 14 52.3667857143 -1.9764285714 -1.0555714286 
189 14 29.7306428571 11.9732142857 66.2738571429 
190 14 30.778 -3.0435714286 -0.5903571429 
191 14 61.8059285714 68.2365714286 28.9351428571 
192 14 76.7755714286 15.0092857143 -11.3842857143 
193 14 31.5232142857 54.2137142857 -15.7568571429 
194 14 12.2462142857 22.7156428571 52.7607142857 
195 14 55.5807857143 44.1281428571 84.3235 
196 14 39.5895714286 5.9429285714 41.778 
197 14 82.3262142857 68.1505714286 45.6847142857 
198 14 66.4750714286 56.7983571429 65.798 
199 14 42.6998571429 73.7 46.4138571429 
200 14 59.1046428571 42.5909285714 74.611 
201 14 70.4537857143 54.8372142857 24.1599285714 
202 14 56.7024285714 43.1997857143 42.7337857143 
203 14 9.3849285714 14.8206428571 69.6369285714 
204 14 -1.4707142857 55.2312857143 28.3360714286 
205 14 50.3721428571 72.8775714286 22.1916428571 
206 14 -18.2470714286 73.0659285714 39.1063571429 
207 14 70.6234285714 21.8390714286 65.7248571429 
208 14 40.0022142857 15.9102142857 -0.3292857143 
209 14 7.1639285714 80.6970714286 34.4324285714 
210 14 55.5457857143 8.5093571429 -0.2306428571 
211 14 40.2387142857 -3.4797857143 -0.1004285714 
212 14 21.7279285714 52.2013571429 23.6078571429 
213 14 9.262 71.158 49.651 
214 14 79.4590714286 38.2257857143 10.9802142857 
215 14 59.8886428571 83.8465 8.7400714286 
216 14 15.3862142857 -6.6867142857 65.8536428571 
217 14 69.8870714286 64.3311428571 27.7411428571 
218 14 -14.7987857143 18.0120714286 19.4413571429 
219 14 22.6562857143 -13.0470714286 7.3094285714 
220 14 30.5617142857 -0.5491428571 53.7362857143 
221 14 51.6932142857 37.9334285714 20.623 
222 14 -0.5646428571 68.7394285714 62.6567857143 
223 14 58.5965714286 70.2792857143 -5.3022857143 
224 14 43.8346428571 69.4328571429 25.7696428571 
225 14 13.3465714286 3.8217142857 3.3299285714 
226 14 72.3816428571 60.9331428571 41.7658571429 
227 14 10.9965 50.5839285714 27.1804285714 
228 14 30.5649285714 72.2326428571 31.7325 
229 14 63.7691428571 8.2494285714 21.2694285714 
230 14 48.2208571429 -8.7005714286 53.6610714286 
231 14 27.3827142857 -2.4571428571 -5.8126428571 
232 14 40.0124285714 80.4557142857 58.5322857143 
233 14 72.1184285714 42.6307142857 54.0147857143 
234 14 70.5825 57.604 7.9501428571 
235 14 51.5889285714 -4.94 19.6226428571 
236 14 -14.346 -3.855 54.9967857143 
237 14 51.1377857143 7.3762857143 -5.3929285714 
238 14 61.8166428571 17.2495714286 48.5482857143 
239 14 47.8794285714 -12.8361428571 33.1487142857 
240 14 48.1522142857 46.184 75.0788571429 
241 14 3.4861428571 51.114 71.8177857143 
242 14 46.9995714286 33.601 29.6435 
243 14 17.6587142857 12.9872142857 -14.4943571429 
244 14 34.9737857143 -3.3991428571 31.5630714286 
245 14 85.3422142857 46.2874285714 6.801 
246 14 -9.652 50.2023571429 43.3890714286 
247 14 34.7041428571 -0.9205 6.1587142857 
248 14 26.6956428571 2.3113571429 49.0826428571 
249 14 5.9137857143 12.9841428571 34.3771428571 
250 14 35.5938571429 48.2214285714 -10.4298571429 
251 14 31.5191428571 -24.2035714286 54.8265714286 
252 14 26.6505 49.7232857143 62.9278571429 
253 14 71.7864285714 21.6045714286 -15.1778571429 
254 14 25.6911428571 51.7621428571 -6.4328571429 
255 14 67.0375714286 19.8085 61.5532142857 
256 14 45.8495 69.0215714286 65.5054285714 
257 14 47.6169285714 7.1206428571 67.1186428571 
258 14 6.7439285714 78.2091428571 76.3495714286 
259 14 17.8072857143 9.1092142857 33.4217857143 
260 14 16.8552142857 60.4066428571 68.8434285714 
261 14 50.0032142857 -0.0165714286 59.5407142857 
262 14 72.601 15.1337142857 59.6102857143 
263 14 49.1818571429 75.2149285714 55.6634285714 
264 14 68.2331428571 20.3158571429 72.5423571429 
265 14 47.1137857143 -5.3233571429 -6.6060714286 
266 14 -15.2635 48.9460714286 16.9167142857 
267 14 69.829 36.7105714286 52.1327857143 
268 14 -12.4589285714 42.9385714286 60.677 
269 14 45.8744285714 45.9035 67.9455714286 
270 14 -14.8033571429 15.9401428571 77.0814285714 
271 14 25.8483571429 61.5445 -2.2319285714 
272 14 3.9264285714 5.5976428571 39.0375714286 
273 14 -11.0547857143 37.6228571429 45.3499285714 
274 14 60.6012857143 29.255 11.1349285714 
275 14 72.8962142857 22.9475 32.7263571429 
276 14 -4.0946428571 44.0483571429 -12.8183571429 
277 14 63.469 60.5946428571 4.5694285714 
278 14 26.3265714286 4.3202857143 75.4543571429 
279 14 18.634 30.9893571429 3.9507142857 
280 14 57.7387142857 27.3842142857 73.4526428571 
281 14 49.5919285714 48.8357142857 38.4767142857 
282 14 2.6356428571 65.7760714286 51.8194285714 
283 14 32.0625714286 20.0185 56.9679285714 
284 14 74.7374285714 1.0653571429 10.0795714286 
285 14 -1.8377142857 37.4265 55.8633571429 
286 14 38.0876428571 28.0377857143 3.6545714286 
287 14 -2.2617142857 6.2133571429 56.3677857143 
288 14 1.9852142857 0.8665 57.7688571429 
289 14 49.9735714286 28.5134285714 -9.9497857143 
290 14 44.7968571429 -6.7907857143 36.8762857143 
291 14 34.5477142857 -6.2913571429 2.3329285714 
292 14 87.4247857143 22.2339285714 54.0154285714 
293 14 7.9505714286 23.0169285714 40.5364285714 
294 14 51.8313571429 45.0810714286 33.7585714286 
295 14 40.3832857143 62.3687857143 8.2007142857 
296 14 80.9651428571 4.2595 37.8073571429 
297 14 80.5984285714 56.8267142857 54.3420714286 
298 14 10.0345 74.4042857143 -23.1155714286 
299 14 40.0384285714 76.9803571429 19.5276428571 
300 14 72.3772142857 5.2194285714 52.256 
301 14 58.7422857143 21.8447857143 -3.6765 
302 14 22.3932857143 5.0745714286 49.7967142857 
303 14 58.6215714286 62.6047857143 47.0882142857 
304 14 21.7122857143 67.7340714286 17.3108571429 
305 14 69.9043571429 30.3797857143 41.3986428571 
306 14 34.9328571429 10.0811428571 50.0527142857 
307 14 1.6716428571 21.9291428571 -6.5537857143 
308 14 13.2579285714 -12.0705714286 2.1235714286 
309 14 51.5433571429 20.4347857143 62.4119285714 
310 14 2.5607857143 47.6192857143 31.0467857143 
311 14 -2.1826428571 36.5147857143 1.2795 
312 14 52.8980714286 52.1327857143 52.6146428571 
313 14 32.9751428571 70.834 -1.8663571429 
314 14 13.9404285714 -5.3858571429 40.4192142857 
315 14 -0.1185714286 -1.5316428571 48.6732857143 
316 14 50.1312857143 -1.2692142857 -10.4488571429 
317 14 32.7913571429 21.8844285714 77.3626428571 
318 14 11.0075714286 62.9986428571 -11.6037142857 
319 14 -0.1699285714 56.8411428571 50.1081428571 
320 14 6.2826428571 53.025 -7.6621428571 
321 14 34.7897142857 55.209 24.0677142857 
322 14 82.5028571429 45.2015714286 33.8973571429 
323 14 -5.8555714286 46.8646428571 37.4902142857 
324 14 21.509 49.5626428571 75.0785 
325 14 22.9165 1.4572142857 -9.8665714286 
326 14 38.3978571429 69.0148571429 16.7432857143 
327 14 30.6687142857 65.0219285714 25.0676428571 
328 14 11.1316428571 41.8096428571 53.4502142857 
329 14 -9.0309285714 58.2967857143 2.2933571429 
330 14 83.5770714286 70.6137142857 27.6705714286 
331 14 29.8754285714 7.7843571429 4.0093571429 
332 14 25.2344285714 25.975 4.6766428571 
333 14 52.4120714286 22.5058571429 70.8017142857 
334 14 6.1202857143 -3.6166428571 1.2066428571 
335 14 56.8653571429 -11.9 42.7122142857 
336 14 79.8641428571 15.9695 31.2407857143 
337 14 86.5715714286 7.3202857143 15.4538571429 
338 14 36.6882857143 -30.7654285714 54.4908571429 
339 14 49.6813571429 57.8067142857 42.7405 
340 14 18.9124285714 59.4062142857 9.2356428571 
341 14 40.0624285714 4.8138571429 57.7325 
342 14 60.1253571429 47.3165 49.9613571429 
