# Cluster list (159 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 10640 25.6532831767 25.857374718 25.8872082707 
2 112 2.5876339286 36.2376875 52.2046071429 
3 112 45.8235357143 -2.2591339286 25.7756607143 
4 98 3.1846428571 50.3774081633 5.9008061224 
5 84 55.7555 25.8043452381 33.2412738095 
6 70 36.0533285714 -4.3493428571 43.6760285714 
7 70 50.4175 13.3556714286 1.1757285714 
8 56 31.1040357143 56.033625 53.0998214286 
9 56 11.7257857143 42.0253214286 -1.1778928571 
10 56 4.8437142857 6.5164107143 42.2850535714 
11 42 43.1959047619 7.549047619 -8.9957380952 
12 42 44.0977142857 -11.3641190476 37.3243095238 
13 42 20.4608571429 7.4700714286 57.372547619 
14 42 42.4726428571 50.0779047619 3.2780714286 
15 42 41.2703809524 21.804047619 6.8245 
16 42 -9.7762380952 31.3624047619 -0.558 
17 42 13.0013809524 30.7809761905 -10.8140952381 
18 42 55.2117142857 48.3043809524 37.242452381 
19 42 55.695 26.5826190476 57.3038809524 
20 42 -5.0209761905 20.743547619 48.5545238095 
21 28 49.2425 28.9827857143 -2.9072142857 
22 28 49.5642857143 56.7635714286 9.33 
23 28 -8.6875357143 46.0992142857 16.2178214286 
24 28 46.4936785714 52.9228571429 32.1120714286 
25 28 26.5410357143 44.6058214286 -17.4416785714 
26 28 20.2860714286 -1.2076428571 7.67025 
27 28 4.2567857143 37.0125 -10.725 
28 28 63.6743571429 39.9146785714 7.7211785714 
29 28 -5.4555714286 7.26275 46.9894285714 
30 28 53.3460714286 19.0142857143 7.1426785714 
31 28 20.7864642857 20.4646428571 57.7999285714 
32 28 58.6861428571 35.4005714286 -2.8311785714 
33 28 0.5126785714 55.0611785714 47.7531071429 
34 28 65.8830357143 11.3574285714 -6.4285714286e-04 
35 28 22.0313928571 30.3462142857 52.6489285714 
36 28 -2.0910357143 -1.4015 44.5056071429 
37 28 14.2080357143 18.4091428571 55.1389285714 
38 28 11.5053928571 35.4515714286 56.2916071429 
39 28 45.9191428571 8.8623571429 56.8325714286 
40 28 57.8672857143 -0.8966785714 21.9934642857 
41 14 4.1812857143 65.3199285714 41.4728571429 
42 14 3.2727142857 -8.2484285714 17.8202857143 
43 14 -13.8709285714 37.3457142857 36.0612142857 
44 14 57.4355 31.601 36.3428571429 
45 14 -8.615 7.9961428571 1.0974285714 
46 14 73.9726428571 18.3269285714 10.0887142857 
47 14 20.0132142857 -3.7012142857 -12.2920714286 
48 14 54.6946428571 39.6453571429 22.6145 
