# Cluster list (48 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 13160 20.9465761398 20.3585969605 20.4453420213 
2 154 3.566038961 36.6820844156 -3.4412857143 
3 42 13.832547619 -7.2157142857 38.5251904762 
4 28 -10.8365714286 38.1061785714 29.2508214286 
5 14 -1.2754285714 3.7274285714 44.3487142857 
6 14 -4.4235714286 13.0557142857 7.4836428571 
7 14 -6.8202857143 39.6827857143 4.7076428571 
8 14 48.5721428571 37.6458571429 35.5087142857 
9 14 29.3728571429 52.4694285714 1.1872857143 
10 14 39.4200714286 13.8882857143 -12.9462857143 
11 14 -7.9449285714 16.4014285714 -0.0733571429 
12 14 62.402 -8.2219285714 20.4047142857 
13 14 43.5053571429 -5.7172142857 36.2502142857 
14 14 37.4843571429 38.3092142857 25.6306428571 
15 14 6.7163571429 13.1039285714 -2.9054285714 
16 14 44.9497857143 2.3263571429 42.4197142857 
17 14 35.692 52.9637857143 25.4898571429 
18 14 5.8252857143 10.1292142857 46.8482142857 
19 14 36.6994285714 -5.0965 6.0890714286 
20 14 43.9897857143 34.1156428571 3.9714285714 
21 14 -3.5860714286 -3.1391428571 -5.554 
22 14 -5.2039285714 17.6202857143 40.3352857143 
23 14 51.1192857143 17.1319285714 42.9862857143 
24 14 -3.7748571429 43.6506428571 21.017 
25 14 19.2230714286 47.6182857143 30.6878571429 
26 14 17.5786428571 42.2692857143 -6.4499285714 
27 14 -6.9032142857 5.1408571429 18.5971428571 
28 14 -16.5568571429 19.4105 25.7770714286 
29 14 44.6760714286 36.1808571429 28.8334285714 
30 14 4.7717142857 0.7399285714 40.0656428571 
31 14 48.396 -0.1843571429 4.2418571429 
32 14 -10.6077142857 40.7718571429 40.8872857143 
33 14 -6.9052857143 -0.672 16.1333571429 
34 14 -0.1477857143 49.4925714286 51.8615714286 
35 14 28.4315 -7.5548571429 12.2332857143 
36 14 -0.2925714286 -2.901 37.7908571429 
37 14 15.5135 -14.3007142857 11.8465714286 
38 14 58.796 9.6707857143 39.726 
39 14 45.2541428571 -1.7358571429 24.6211428571 
40 14 51.7582857143 42.2705714286 31.7659285714 
41 14 10.029 -11.4712857143 22.2253571429 
42 14 2.7566428571 16.5985 -5.9258571429 
43 14 11.5030714286 8.9440714286 -10.3861428571 
44 14 0.0493571429 28.5792142857 -13.1725 
45 14 -0.7150714286 21.1005 42.0869285714 
46 14 27.7683571429 37.5415 51.3078571429 
47 14 34.4287857143 -11.8380714286 43.3652857143 
48 14 44.8422142857 -3.8323571429 9.0177142857 
