# Cluster list (16 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 21538 23.7351913827 23.3416345529 23.703042158 
2 66 50.8481666667 36.2676212121 8.434969697 
3 66 9.5745606061 50.2888181818 2.785469697 
4 66 -1.1019848485 55.1201363636 39.6266212121 
5 22 29.1124090909 61.3566818182 41.6099090909 
6 22 -6.9656363636 20.3656363636 -0.9991818182 
7 22 48.1033181818 12.521 -6.9644090909 
8 22 8.5350909091 1.3938636364 49.8665 
9 22 18.9864090909 -10.6959090909 1.8190909091 
10 22 13.9478181818 -1.3554545455 51.9166363636 
11 22 15.0172272727 56.6829545455 15.0529545455 
12 22 58.9026363636 36.4441818182 14.2885454545 
13 22 11.0309545455 -6.2391363636 28.0536363636 
14 22 41.4979545455 -3.6877727273 38.5628181818 
15 22 -3.1936363636 55.1426818182 4.4077727273 
16 22 30.3521363636 17.4078636364 57.4648636364 
