# Cluster list (132 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 13904 36.3778228567 35.3411049338 39.2281460012 
2 484 63.4688367769 55.3538884298 67.6805165289 
3 462 7.1546406926 54.8909090909 72.0569372294 
4 418 65.3822440191 34.9180837321 6.5407751196 
5 308 70.51725 22.3484285714 61.7695422078 
6 264 70.2950113636 66.8314507576 8.4787348485 
7 220 65.8806954545 7.6601863636 10.4824409091 
8 198 38.1230909091 77.2007777778 66.9641666667 
9 176 43.6079261364 41.498 9.1384431818 
10 176 56.7075568182 57.9674034091 21.6320340909 
11 176 66.2776931818 52.8819829545 57.0535284091 
12 176 0.0516818182 25.4922727273 47.7472556818 
13 176 0.7590227273 70.1019602273 21.8315227273 
14 154 46.0443506494 28.9484480519 3.1377337662 
15 154 -3.7899155844 68.0566363636 57.0423571429 
16 132 8.4512954545 6.5144545455 18.2558106061 
17 132 3.3718030303 5.6883712121 60.6141818182 
18 110 10.8860727273 -1.5433545455 6.4416272727 
19 110 11.4830636364 72.0705909091 6.8555545455 
20 110 26.3886454545 77.8984 52.1364454545 
21 110 12.7289 38.6084 56.6289545455 
22 88 67.2139204545 79.0315454545 42.4143409091 
23 88 31.659875 36.6704545455 72.9406363636 
24 88 55.4438522727 41.1236818182 15.5516590909 
25 88 41.8308863636 58.7909886364 -6.7000909091 
26 88 30.1395 57.440625 75.1899431818 
27 88 77.2881590909 72.6156818182 22.5895 
28 88 11.4773295455 51.8905681818 9.3017613636 
29 88 8.4120909091 3.8788977273 47.485125 
30 88 19.5583636364 44.4650454545 39.2260568182 
31 66 70.6322424242 81.5847878788 12.7855151515 
32 66 43.3025454545 43.7980454545 83.2557424242 
33 66 75.3715606061 -5.5595757576 50.1391969697 
34 66 81.0969545455 6.5845757576 64.5100151515 
35 66 32.8472424242 -3.7411060606 34.8857878788 
36 66 14.9801515152 10.4236818182 4.8295 
37 66 37.0716666667 -3.2677424242 -2.5401969697 
38 66 47.579969697 -9.2577424242 67.2062424242 
39 66 14.9361060606 56.2129393939 -2.3777575758 
40 66 59.2608939394 1.9547878788 2.1283484848 
41 66 -6.0733939394 18.9663636364 70.8965 
42 66 74.3491060606 46.5198484848 47.3223333333 
43 66 31.5965 37.3087121212 -3.6752424242 
44 44 19.9206363636 11.8615227273 44.9176363636 
45 44 85.4354318182 80.5302272727 44.2375454545 
46 44 57.7232727273 80.2245227273 4.218 
47 44 69.0667272727 16.2960227273 -3.8058409091 
48 44 29.7657045455 23.58825 13.9561363636 
49 44 56.1159318182 -2.1565454545 23.7768863636 
50 44 65.1771590909 80.1763863636 71.7616818182 
51 44 23.1099318182 0.8235909091 40.3395227273 
52 44 34.6785454545 -4.8754772727 22.6976818182 
53 44 27.7806590909 53.3610227273 0.4900227273 
54 44 -0.8451818182 56.8723863636 0.3122727273 
55 22 75.7930909091 48.3812272727 4.6608181818 
56 22 -11.1605909091 49.5975909091 61.4182727273 
57 22 30.9876818182 67.9490909091 -9.9768636364 
58 22 40.2100909091 60.2325454545 72.2368181818 
59 22 66.7681363636 75.6704545455 56.7626818182 
60 22 69.1456818182 63.6533181818 71.0488636364 
61 22 2.6530909091 15.1928636364 10.9672272727 
62 22 -7.166 18.8344090909 46.9994090909 
63 22 -1.2050454545 63.8928181818 7.7934545455 
64 22 63.0686363636 40.4934090909 81.9727272727 
65 22 64.7393636364 -8.0289545455 67.7224090909 
66 22 25.0013636364 -4.9765 6.1970909091 
67 22 13.7303636364 74.6447727273 78.5748181818 
68 22 74.2037272727 20.8422272727 11.6387272727 
69 22 83.6223181818 7.9140454545 46.5901818182 
70 22 19.4858181818 73.8310454545 -2.3715 
71 22 84.8974545455 54.9622272727 27.8298636364 
72 22 63.4605454545 -4.2596818182 61.4692272727 
73 22 71.2145454545 44.5652727273 78.5903636364 
74 22 56.5340909091 15.9403636364 26.6498636364 
75 22 77.5420909091 35.7515 24.4918181818 
76 22 6.23 6.6140454545 34.5061363636 
77 22 21.0695909091 -10.1683181818 23.2235454545 
78 22 84.6411818182 57.8376363636 11.0858181818 
79 22 61.1627727273 14.7536818182 6.5773636364 
80 22 -5.1002727273 69.6845 -8.9146818182 
81 22 55.6443181818 36.3498181818 31.2593636364 
82 22 5.1831818182 70.5525454545 2.3390454545 
83 22 -11.4216818182 37.0520909091 10.9978181818 
84 22 49.8149545455 53.8559090909 24.2451363636 
85 22 55.3393181818 17.9237272727 -9.8497272727 
86 22 56.664 57.1756818182 11.0097272727 
87 22 21.2578181818 39.8367727273 48.7194090909 
88 22 15.2972727273 39.3937727273 82.2468181818 
89 22 67.6528636364 51.9109090909 90.5590454545 
90 22 13.2707272727 78.4693636364 47.1632272727 
91 22 48.3233181818 49.842 31.0730454545 
92 22 0.9372272727 -1.5216818182 69.2710909091 
93 22 3.5242272727 79.8400454545 65.7033181818 
94 22 70.8421818182 79.5867272727 -3.0552727273 
95 22 -0.3036818182 75.9386818182 36.098 
96 22 35.3260454545 16.4301363636 -4.8698181818 
97 22 13.2959090909 -4.1901363636 -13.0740454545 
98 22 14.0520454545 16.6132272727 51.4065 
99 22 -4.1209545455 -3.6176363636 32.5151363636 
100 22 53.8731818182 75.8220454545 61.2153181818 
101 22 41.9773636364 -1.5253636364 58.9367272727 
102 22 68.9521818182 63.3436363636 41.7706818182 
103 22 36.9871818182 60.6210909091 48.578 
104 22 55.2983636364 14.3840909091 44.3779090909 
105 22 51.424 69.3526818182 -8.9974090909 
106 22 85.5297727273 29.6482727273 14.6355 
107 22 25.1190454545 54.4389090909 -7.4906363636 
108 22 47.9516818182 58.5459090909 61.1707272727 
109 22 27.2452272727 34.8268636364 85.1410909091 
110 22 84.9551818182 29.4204090909 38.3331818182 
111 22 -5.2033181818 54.3209090909 30.2774545455 
112 22 -1.4908181818 13.0776363636 35.3565454545 
113 22 75.8319090909 69.9381818182 35.511 
114 22 49.0793636364 46.0742727273 17.4278636364 
115 22 77.6842272727 81.5305 66.3643636364 
116 22 53.8709090909 45.2061818182 26.7439545455 
117 22 19.5917727273 60.3122272727 -18.0295454545 
118 22 75.2300909091 -7.0118636364 25.6008636364 
119 22 52.4181818182 0.8043636364 -11.6747727273 
120 22 13.3452272727 -3.7104090909 38.1839090909 
121 22 18.887 92.5214545455 56.4238181818 
122 22 10.5058181818 11.6096363636 55.0575 
123 22 15.5311818182 6.5251818182 -12.4022727273 
124 22 -13.3098181818 -3.5926818182 14.3549090909 
125 22 50.2467727273 83.8221363636 45.0337272727 
126 22 -3.8590454545 25.6373181818 8.4496818182 
127 22 84.5471363636 79.8441363636 19.6574090909 
128 22 83.528 -2.9913636364 29.5296363636 
129 22 37.0904545455 -4.7552727273 75.3540454545 
130 22 32.8303636364 10.4428181818 49.4111363636 
131 22 57.6698636364 10.3478636364 86.5472727273 
132 22 87.2432727273 4.6569090909 16.4241818182 
