# Cluster list (23 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 21472 26.2105631986 25.7711648659 26.3624240872 
2 66 9.4229090909 60.5340606061 46.7075 
3 22 57.0342727273 14.8620909091 -12.4453636364 
4 22 11.2027272727 -1.4694090909 -1.8903181818 
5 22 11.6655 13.4206818182 -7.7787272727 
6 22 3.4001818182 54.6106363636 16.0634090909 
7 22 -10.4475454545 13.7028636364 2.4152727273 
8 22 17.7273181818 54.799 -0.9084545455 
9 22 42.9281363636 59.8261363636 50.5720909091 
10 22 -11.8841363636 30.4266363636 14.5205909091 
11 22 44.4922727273 34.3682727273 68.4054090909 
12 22 2.3453181818 6.0398181818 50.6415 
13 22 0.5453636364 3.9594545455 -5.8307272727 
14 22 7.4894545455 -0.6571363636 -8.085 
15 22 63.0999545455 14.1471818182 53.4898181818 
16 22 2.4138181818 32.0060454545 -8.2416818182 
17 22 43.4381363636 -7.1001363636 5.0971818182 
18 22 61.2882272727 56.0746818182 22.6265909091 
19 22 14.3492727273 35.1569090909 -9.2926363636 
20 22 13.1343181818 51.8665454545 -6.8280454545 
21 22 -10.0585 -0.0948181818 -1.0509090909 
22 22 52.7554090909 57.7625909091 21.7335 
23 22 62.8825909091 4.894 7.3148181818 
