# Cluster list (213 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 14432 36.7414064579 38.7168373753 38.2935509285 
2 264 46.0787651515 2.911469697 34.9796893939 
3 198 8.8638535354 49.2914444444 71.707489899 
4 198 69.1132474747 63.5559292929 13.4181161616 
5 176 12.3618977273 14.7570056818 6.9966420455 
6 154 72.2724350649 51.3353246753 73.5151688312 
7 154 9.0827467532 0.6227922078 42.4557012987 
8 132 66.1120454545 9.2193787879 8.9214015152 
9 132 28.4287045455 0.5910151515 8.0318712121 
10 132 58.6316363636 38.7883560606 16.4337878788 
11 110 76.0015272727 59.9243818182 34.9435090909 
12 110 61.2115636364 5.1426454545 21.0068272727 
13 110 29.1085454545 28.4432363636 84.0411727273 
14 88 47.6880568182 81.9774318182 64.4271931818 
15 88 -5.3257840909 13.9628636364 54.5298068182 
16 88 47.2523977273 12.7620681818 72.7011022727 
17 66 67.2783484848 74.1028636364 9.7274393939 
18 66 66.5818333333 70.5788181818 71.8002575758 
19 66 -4.2460606061 56.1866666667 21.8738030303 
20 66 81.0445151515 -0.9504848485 56.5873636364 
21 66 42.8773787879 14.0713787879 62.8997575758 
22 66 -0.0318636364 28.1761666667 36.967969697 
23 66 45.2603787879 7.2867878788 78.3195454545 
24 66 2.3507727273 5.4848484848 13.9226515152 
25 44 89.2731818182 59.1790909091 24.6207272727 
26 44 4.8331590909 41.09825 31.7838636364 
27 44 9.7492954545 6.8426590909 66.3725909091 
28 44 41.4845227273 13.5805454545 -2.6974318182 
29 44 79.2990227273 31.3517045455 11.6634545455 
30 44 31.6187727273 63.4865909091 72.9082727273 
31 44 20.611 31.6875227273 75.5731590909 
32 44 67.1081590909 4.0236136364 19.3778863636 
33 44 58.4240909091 35.2853863636 5.7679318182 
34 44 18.8259090909 66.9571136364 -5.9202954545 
35 44 47.1728636364 3.0570681818 50.18925 
36 44 -2.3450909091 63.9779772727 42.4715454545 
37 44 74.1875681818 44.7985227273 3.9834772727 
38 44 -11.5851136364 31.2100227273 22.8229090909 
39 44 70.5882045455 -2.1434772727 37.2268636364 
40 44 56.6305909091 22.8460227273 20.6372272727 
41 44 77.2022954545 28.6112954545 57.6801363636 
42 44 68.2071590909 8.9304318182 -7.0409090909 
43 44 42.4432954545 -5.1303181818 19.1249090909 
44 44 70.2104772727 36.1251136364 76.0714090909 
45 44 65.3967272727 46.3262727273 83.8134318182 
46 44 9.3569545455 12.7210681818 -3.5558409091 
47 44 38.5472045455 55.9744090909 -1.99675 
48 44 20.4510681818 3.5471363636 -4.2368636364 
