# Cluster list (10 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 17820 19.2519050505 19.2151210999 19.0818732884 
2 36 36.3194166667 34.7485555556 42.7470833333 
3 18 49.8661111111 28.8981666667 13.147 
4 18 30.8427222222 3.7075555556 39.5211666667 
5 18 46.9538333333 42.26 19.4877777778 
6 18 9.6818888889 41.506 49.4033888889 
7 18 36.9754444444 50.8944444444 -4.5189444444 
8 18 -4.1471111111 35.9583333333 46.4485 
9 18 37.8575 20.1883333333 -7.4980555556 
10 18 45.8706111111 24.6998888889 23.9192777778 
