# Cluster list (136 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 7578 41.8521989971 28.1473970705 34.415837952 
2 2214 13.909601626 45.7989218609 49.551734869 
3 630 35.1895126984 58.3866365079 56.0291777778 
4 450 58.4540244444 61.5279866667 49.2725911111 
5 378 7.7942248677 24.0307433862 65.1960185185 
6 360 5.1151305556 44.83235 11.7198666667 
7 234 17.9397606838 12.3862820513 4.0600384615 
8 216 69.2640694444 12.3660462963 7.3280416667 
9 198 44.8507727273 39.1015505051 4.279959596 
10 180 68.7379166667 38.2022944444 71.9213388889 
11 180 69.7511388889 6.4716888889 45.4199777778 
12 180 43.7191944444 53.2613555556 9.3098944444 
13 180 28.2671666667 34.6984555556 3.9469555556 
14 162 8.1183580247 7.201962963 57.3899197531 
15 162 23.2596790123 51.6699320988 9.6006790123 
16 144 16.854625 69.7148472222 33.8683819444 
17 144 24.1000763889 -1.0058819444 21.8040069444 
18 144 7.5064097222 64.1628472222 19.2597152778 
19 126 58.0754920635 56.9945 -0.4112380952 
20 126 62.4955079365 8.7506031746 69.7692063492 
21 108 53.8750462963 0.6266944444 1.8412314815 
22 108 24.86275 72.2500740741 20.6563888889 
23 108 52.6533518519 73.4165185185 3.0655462963 
24 108 43.121787037 29.1874722222 50.3439074074 
25 90 69.2435555556 70.9016111111 25.0113666667 
26 90 69.0053111111 77.8420777778 42.4325 
27 90 13.6357666667 67.0952888889 66.3416444444 
28 90 33.1913666667 24.7643222222 49.6817777778 
29 90 -6.9317777778 50.9833222222 28.2716444444 
30 90 53.7105888889 20.7334222222 -2.7293333333 
31 72 10.3093611111 66.3533472222 7.344875 
32 72 3.7076666667 50.8453333333 -3.3190416667 
33 72 25.5732083333 -4.6073472222 7.9972222222 
34 72 30.4139166667 63.7447638889 7.895375 
35 72 32.5584722222 -3.8131805556 45.8726388889 
36 72 2.4008888889 40.9202638889 39.45525 
37 72 64.7535555556 58.3838194444 75.0991527778 
38 72 29.3921111111 37.711 60.3281388889 
39 72 35.8489583333 13.9895833333 0.7504166667 
40 72 16.2233611111 -3.4959444444 68.1092083333 
41 72 43.5625416667 74.3749444444 15.6549583333 
42 54 56.248537037 2.2980740741 18.0964814815 
43 54 55.3554444444 77.7249074074 16.6626666667 
44 54 41.9275925926 74.4034074074 26.4268703704 
45 54 11.2078703704 -6.821462963 8.2024444444 
46 54 36.3696111111 12.1357592593 73.5405925926 
47 54 -5.2225 56.1554814815 69.2802592593 
48 54 -3.1978518519 -1.744537037 24.1149444444 
49 36 44.2969722222 71.6355 43.6551388889 
50 36 -6.9985555556 38.8711111111 28.3215555556 
51 36 32.3681666667 -2.44 -0.1460555556 
52 36 28.1725833333 36.3021111111 69.95775 
53 36 25.4711388889 -7.7097222222 55.6801666667 
54 36 2.2899444444 40.7131944444 2.3000555556 
55 36 67.2221111111 -1.0852222222 22.6218611111 
56 36 68.0277222222 30.6587222222 56.2210277778 
57 36 -1.1202222222 -2.7855833333 -5.6641388889 
58 36 36.7595833333 58.8685555556 80.092 
59 36 70.8874444444 19.3485 29.0794444444 
60 36 73.6338055556 43.6366944444 38.1555 
61 36 73.5523611111 30.5642222222 16.2018055556 
62 36 48.4741944444 41.8046944444 77.5558888889 
63 36 3.878 36.3208333333 31.4886111111 
64 36 25.0581944444 56.1058055556 39.9402777778 
65 18 58.0445555556 34.1016111111 67.5990555556 
66 18 1.2218888889 43.6138333333 -23.2153333333 
67 18 68.4357777778 31.2076111111 34.1233333333 
68 18 40.5616666667 13.8796666667 -4.5987777778 
69 18 -2.2741111111 40.4405 69.1510555556 
70 18 20.7147222222 46.5617777778 -0.3843333333 
71 18 77.5288333333 2.0948333333 30.1898888889 
72 18 75.7370555556 -5.1863888889 59.0514444444 
73 18 27.5975555556 57.7408333333 -4.0885555556 
74 18 68.9483888889 17.2847222222 79.5528888889 
75 18 28.7445 36.3486111111 17.4680555556 
76 18 68.3627222222 47.9204444444 36.9085 
77 18 3.2734444444 63.5347777778 -11.8475 
78 18 76.8624444444 66.2449444444 17.5243888889 
79 18 8.2873333333 82.3009444444 23.8129444444 
80 18 71.6366666667 35.6895 38.6257777778 
81 18 13.8253333333 79.1622777778 56.9121111111 
82 18 20.5697777778 62.1519444444 -1.5599444444 
83 18 60.5473888889 12.1281111111 -4.6174444444 
84 18 24.6601111111 25.9645555556 -11.9233333333 
85 18 29.6345 47.7233333333 3.3226111111 
86 18 13.2637222222 79.0333888889 17.2556111111 
87 18 65.7683333333 63.5211111111 47.3490555556 
88 18 83.2306111111 9.9708888889 56.6159444444 
89 18 34.4380555556 58.8135555556 -3.5934444444 
90 18 47.1517777778 55.2350555556 78.0338888889 
91 18 76.4273333333 77.1712222222 54.4393333333 
92 18 9.0457222222 2.2118333333 69.7252777778 
93 18 -4.9027222222 81.4708888889 40.4715 
94 18 40.2429444444 27.3110555556 25.0234444444 
95 18 29.5921666667 48.5874444444 73.7625 
96 18 78.0538888889 55.9388333333 42.0515555556 
97 18 66.7145 9.1523333333 31.2027222222 
98 18 2.4861666667 0.2478333333 58.1562222222 
99 18 -7.7056666667 49.5787222222 51.2901111111 
100 18 -5.5563333333 14.7445555556 57.7325555556 
101 18 71.8026666667 62.3536111111 58.883 
102 18 12.4304444444 68.8359444444 80.9696666667 
103 18 60.358 80.4863333333 -4.9781111111 
104 18 30.6003888889 32.6042222222 76.3325 
105 18 43.4614444444 38.8071666667 30.2689444444 
106 18 43.6607777778 -13.1411666667 57.1621111111 
107 18 52.7996666667 49.8523888889 20.8960555556 
108 18 -7.0315555556 41.5416666667 3.4119444444 
109 18 -4.7272777778 8.5239444444 45.0702222222 
110 18 38.0225555556 47.8288888889 -11.5833888889 
111 18 48.5273888889 74.6045 63.0655 
112 18 38.5551111111 -10.9547777778 51.5333333333 
