# Cluster list (36 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 17028 28.1084095607 28.0525255462 28.4342898755 
2 126 43.3349920635 43.8508571429 1.123031746 
3 72 29.0355138889 2.3344166667 -1.9282083333 
4 54 61.6647407407 50.1659814815 39.3769444444 
5 36 3.8018888889 -3.4974444444 56.5397777778 
6 36 59.192 22.6805 47.7344722222 
7 36 48.8591944444 24.0180833333 -5.2765555556 
8 36 32.6466111111 -7.0143611111 23.7729444444 
9 36 42.7920555556 3.0029444444 -1.86 
10 36 26.6195 -9.9090833333 13.3140555556 
11 36 -14.81025 27.4667222222 18.8925277778 
12 36 -0.4615 -0.6481388889 0.8705555556 
13 18 14.1076666667 65.0376666667 50.9795 
14 18 1.4177222222 48.6255555556 60.1931111111 
15 18 -3.0618888889 29.7383888889 54.4351111111 
16 18 -1.2501666667 16.0099444444 28.1299444444 
17 18 1.3912222222 35.5005555556 -8.4367222222 
18 18 -9.3834444444 58.7551111111 -3.0663333333 
19 18 -1.5932222222 42.1398333333 15.1362222222 
20 18 -3.7893888889 29.5312777778 10.5045555556 
21 18 35.8021666667 17.7411111111 -7.9961666667 
22 18 13.2686111111 -8.0516111111 54.8875555556 
23 18 1.1544444444 66.1527777778 51.1327222222 
24 18 -5.8281111111 42.4784444444 44.0856666667 
25 18 0.2136111111 10.2816111111 22.6441111111 
26 18 24.1698888889 -7.0905555556 39.1545 
27 18 12.4017777778 3.1113333333 66.4103333333 
28 18 59.3036666667 25.5364444444 4.9552777778 
29 18 37.5795 -3.1206111111 11.2973888889 
30 18 51.6636666667 64.4399444444 16.8947777778 
31 18 32.522 -3.5658333333 39.1909444444 
32 18 30.1645 55.8767777778 50.3022222222 
33 18 5.4311111111 -7.6586666667 4.7435 
34 18 43.5496111111 31.3937222222 0.0437777778 
35 18 56.5292222222 43.8946666667 48.1998333333 
36 18 60.3529444444 29.5833333333 48.8362777778 
