# Cluster list (13 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 17748 20.5843430809 20.5470419766 20.4248379536 
2 54 8.5506296296 43.663 48.6877777778 
3 18 40.9276666667 48.5115 36.9528888889 
4 18 5.4859444444 0.9704444444 -1.0012777778 
5 18 45.9572222222 7.9551111111 -4.0183888889 
6 18 42.7678888889 46.8378888889 -6.9373888889 
7 18 -1.6404444444 2.2762222222 -0.9634444444 
8 18 -7.4271111111 3.0393888889 23.1484444444 
9 18 48.9102222222 19.62 4.6546666667 
10 18 46.02 -4.6029444444 24.8436111111 
11 18 5.5753333333 -7.3081111111 9.7775555556 
12 18 42.2286666667 26.1458888889 -8.4414444444 
13 18 27.3612222222 10.8455 48.3170555556 
