# Cluster list (19 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 17604 24.3011308225 24.0992936833 24.2870445921 
2 72 41.6050555556 59.3200833333 9.0394861111 
3 36 33.6434722222 18.6228888889 54.77875 
4 18 -1.8407777778 14.8755 35.0058888889 
5 18 7.2597777778 55.8588888889 46.8730555556 
6 18 57.8970555556 43.6633888889 17.0951666667 
7 18 5.5182222222 52.9835 0.3315555556 
8 18 44.6451111111 -4.9427222222 37.0528888889 
9 18 58.0881111111 57.4012222222 32.835 
10 18 27.5141666667 -6.4691111111 -0.8073888889 
11 18 57.0521111111 49.1291111111 25.2572777778 
12 18 5.3001666667 50.5790555556 46.4445555556 
13 18 27.2444444444 28.9458333333 53.7002777778 
14 18 33.2750555556 56.0354444444 46.7258333333 
15 18 -6.4238333333 9.9643333333 39.5105555556 
16 18 32.4878333333 -8.3745 46.8513333333 
17 18 39.6516666667 1.1922222222 -4.4645555556 
18 18 42.4522222222 25.7048888889 -8.1502777778 
19 18 50.1658888889 41.4871666667 56.1677222222 
