# Cluster list (12 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 13846 16.4092321248 16.16070208 16.0032770475 
2 14 8.2624285714 41.3562857143 -4.8585714286 
3 14 38.9992142857 30.8637142857 20.381 
4 14 13.3323571429 27.9416428571 40.3261428571 
5 14 33.0795714286 38.9380714286 15.6923571429 
6 14 12.9281428571 -5.3427857143 -6.2457142857 
7 14 -8.9169285714 9.4433571429 5.1159285714 
8 14 -5.9797142857 15.0357142857 -2.7136428571 
9 14 -6.9804285714 10.626 21.4311428571 
10 14 31.3755 12.6329285714 39.4304285714 
11 14 24.4298571429 -2.945 -6.7579285714 
12 14 9.3917857143 16.9898571429 -8.4533571429 
