# Cluster list (24 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 12964 18.8449876581 18.369405739 19.6633757328 
2 378 11.9834497354 38.8628042328 5.5397645503 
3 224 42.1659241071 8.8271383929 5.9928035714 
4 112 33.0692321429 10.2097232143 -5.39975 
5 28 1.2687142857 46.2304642857 42.7578571429 
6 28 -0.3750357143 12.9146785714 -6.746 
7 28 35.9541428571 42.8700714286 -5.1150714286 
8 14 39.0032857143 44.3281428571 32.8171428571 
9 14 9.4056428571 -3.2322857143 -15.3997857143 
10 14 45.1712857143 39.2982857143 43.0269285714 
11 14 38.1588571429 46.1506428571 3.5358571429 
12 14 34.1335714286 -5.848 29.6532857143 
13 14 38.7792857143 8.7605 -13.596 
14 14 -5.2694285714 -3.8652142857 28.7994285714 
15 14 39.2962142857 48.3949285714 9.4208571429 
16 14 44.1472857143 32.9539285714 19.6892857143 
17 14 9.0170714286 -4.4292142857 -7.9088571429 
18 14 17.7313571429 43.5608571429 42.4625 
19 14 7.8433571429 5.2997857143 40.6136428571 
20 14 -4.0786428571 43.2901428571 30.4655714286 
21 14 1.0175714286 8.0345 40.2485714286 
22 14 20.5712857143 15.0010714286 -14.2556428571 
23 14 30.3127142857 48.391 22.7322857143 
24 14 -6.5054285714 38.6658571429 16.5184285714 
