# Cluster list (38 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 11382 22.2411644702 21.8867099807 24.6130880337 
2 420 7.686652381 0.0816690476 9.5026880952 
3 350 25.0755257143 46.9041057143 4.3302657143 
4 280 40.8930321429 43.2975214286 22.1487464286 
5 182 20.0118406593 31.1092967033 1.4780934066 
6 154 40.2551038961 -1.249 22.263012987 
7 112 25.1539464286 48.9205446429 20.4070357143 
8 112 -7.9249553571 19.7358035714 7.6885625 
9 112 41.6924553571 11.6625267857 -6.3650089286 
10 98 47.6792857143 43.5278061224 5.0865204082 
11 84 47.0920357143 32.7213928571 45.6611904762 
12 70 8.6820714286 5.0516714286 24.5877857143 
13 56 50.0916785714 -3.7938035714 3.9237857143 
14 56 41.1083392857 55.1316607143 35.7666607143 
15 56 15.2736428571 11.3836607143 -0.0794107143 
16 56 13.6429107143 -1.9310178571 -1.4590535714 
17 42 -0.2055238095 7.1039761905 -8.3282857143 
18 42 -2.4040952381 52.504952381 36.0125952381 
19 42 24.5472857143 10.0450952381 -4.9968809524 
20 28 25.9103571429 46.1421071429 45.4515357143 
21 28 14.6688214286 43.6840357143 45.102 
22 14 45.7761428571 16.6822857143 -8.0863571429 
23 14 50.7332857143 37.3121428571 42.6318571429 
24 14 47.2702142857 52.5080714286 -11.4585714286 
25 14 18.0505714286 -0.642 -10.8275 
26 14 51.4256428571 36.6472142857 1.2014285714 
27 14 44.8444285714 36.2727857143 0.5794285714 
28 14 53.2835 23.5635 15.3005714286 
29 14 47.2028571429 2.4655714286 5.9212857143 
30 14 -3.6691428571 -19.491 26.0322142857 
31 14 31.3375714286 48.6715 44.5334285714 
32 14 -4.3355 -2.5536428571 26.6665714286 
33 14 6.5957857143 15.6337142857 60.4404285714 
34 14 12.8077857143 -3.2981428571 40.8455 
35 14 30.9991428571 1.5286428571 50.3972142857 
36 14 -2.5685714286 16.9098571429 -9.8941428571 
37 14 -2.4577142857 42.3372142857 24.7523571429 
38 14 45.6596428571 32.3028571429 5.1255714286 
