# Cluster list (18 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 13692 18.1023927111 17.76389052 17.6206598013 
2 42 33.7966190476 39.3123571429 -1.1148333333 
3 42 29.2092857143 -7.2421904762 20.2846904762 
4 28 24.9484285714 42.5259285714 31.7816428571 
5 14 32.712 37.7538571429 -8.8841428571 
6 14 40.5011428571 -4.4027142857 26.2561428571 
7 14 39.6291428571 24.2671428571 41.0474285714 
8 14 -8.6365 12.6751428571 7.662 
9 14 -0.1243571429 37.3615714286 -7.6407857143 
10 14 13.5912142857 35.5987142857 41.0315714286 
11 14 -10.3733571429 3.7754285714 30.6337857143 
12 14 -3.5031428571 1.7490714286 15.6515 
13 14 -9.4256428571 17.381 33.5395 
14 14 0.8331428571 -4.9247142857 35.7712857143 
15 14 -2.8893571429 15.5521428571 12.0515714286 
16 14 -6.3183571429 6.2455 24.1803571429 
17 14 -6.6591428571 40.1680714286 -1.9079285714 
18 14 -3.5445 0.6835714286 23.4924285714 
