# Cluster list (109 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 1050 12.6224352381 38.3273685714 14.2872219048 
2 910 19.4679208791 10.0326967033 21.148378022 
3 770 26.1217545455 31.6830896104 43.1092701299 
4 644 50.6153928571 21.4521692547 21.567923913 
5 574 56.7731027875 36.2943240418 35.8705156794 
6 574 44.0352195122 15.4070052265 47.1563850174 
7 532 39.9018909774 53.0590037594 45.442137218 
8 504 17.865843254 15.0423571429 55.7182876984 
9 504 10.7702698413 52.8502261905 32.6405972222 
10 490 46.4908959184 53.3840530612 26.4233857143 
11 364 33.2138873626 7.5108681319 37.2068324176 
12 350 43.2478885714 39.1898457143 16.1731857143 
13 336 10.7924404762 46.7826875 63.5922946429 
14 308 63.6762987013 46.0262045455 14.0003733766 
15 294 4.7951054422 38.8344965986 49.9359727891 
16 280 60.7801357143 24.4808035714 62.4227857143 
17 280 60.6199214286 22.9420214286 38.6515 
18 266 55.3583909774 57.6418308271 56.4720300752 
19 252 0.6773293651 15.9466150794 56.6425912698 
20 210 42.2469190476 31.502047619 55.5173761905 
21 210 4.8417095238 63.173052381 44.6629666667 
22 182 60.2218186813 20.1811318681 4.1693406593 
23 182 55.4157087912 9.5280824176 54.7976593407 
24 154 20.6982402597 43.507012987 -0.293525974 
25 154 34.3987012987 17.4114480519 9.6175324675 
26 140 12.3806214286 37.8671642857 25.6829142857 
27 140 44.9102142857 41.9332 0.0742571429 
28 126 50.8817380952 68.676484127 11.5566111111 
29 112 30.8035892857 65.0949642857 52.6215267857 
30 112 24.4440892857 41.9659732143 55.1495089286 
31 112 37.8425267857 -0.7558482143 6.7893482143 
32 112 22.5694553571 13.8126339286 -0.9322142857 
33 112 68.8406071429 28.2334464286 11.9708928571 
34 98 27.438877551 -4.5244285714 -7.6530612245e-04 
35 98 -3.9736020408 23.7307653061 40.5232653061 
36 98 -2.0941122449 62.9143367347 9.8286530612 
37 98 33.8719081633 46.4611122449 33.4749387755 
38 98 68.7238469388 11.9418571429 53.0042244898 
39 70 51.4084142857 9.6164428571 8.6612285714 
40 70 33.4875428571 34.6593857143 62.8012428571 
41 70 30.4319571429 -0.8059857143 53.6777428571 
42 70 11.4873714286 1.9522428571 1.504 
43 70 -2.0135857143 36.7862 37.6234285714 
44 70 42.9561 42.0565285714 66.8609571429 
45 70 41.6605 4.3901 64.1526142857 
46 70 67.9121428571 42.2208571429 47.7962571429 
47 70 66.0103857143 7.3850142857 23.1367857143 
48 56 27.2494107143 60.4359464286 -2.7688571429 
49 56 45.6536071429 52.6051071429 12.5559285714 
50 56 11.9280892857 58.9513214286 8.5184464286 
51 56 26.8887678571 -5.1422321429 64.9963392857 
52 42 59.0867857143 61.1761190476 45.6612380952 
53 42 -6.1944761905 18.1031666667 7.0455 
54 42 8.5806666667 41.3289047619 -1.1209047619 
55 42 60.5259761905 -3.5058333333 45.5079761905 
56 42 11.8823333333 -6.6395952381 10.1746428571 
57 42 33.4543095238 33.0215714286 18.9038333333 
58 42 70.3672380952 62.6462857143 41.0812857143 
59 42 -1.987952381 -1.5356904762 9.7282619048 
60 42 37.7465 72.6871428571 23.6912380952 
61 42 6.5532857143 -4.0902142857 43.930952381 
62 28 15.439 53.0081071429 0.5378928571 
63 28 6.8435357143 -3.89325 23.8245 
64 28 28.0439285714 60.9221785714 2.9822857143 
65 28 66.6644285714 73.1993571429 24.8274285714 
66 28 53.2883928571 -8.8811071429 31.6361071429 
67 28 10.84575 3.9944642857 67.6931785714 
68 28 38.5214285714 63.3251785714 6.4100357143 
69 28 60.6115 -0.59525 8.7138571429 
70 28 28.0316785714 61.3277142857 65.3604642857 
71 28 37.9051785714 6.7001071429 24.2546785714 
72 28 -2.2592857143 41.3091071429 14.7387142857 
73 28 60.33925 65.8177142857 8.0287857143 
74 28 54.5393214286 72.7909642857 53.6038571429 
75 28 -9.76325 61.1219642857 58.9505 
76 28 26.2308214286 53.4730714286 37.8070357143 
77 28 23.4876071429 43.0887857143 65.74275 
78 14 52.5872857143 73.153 -10.6055 
79 14 6.9715714286 46.5864285714 -3.1405714286 
80 14 -3.4377857143 47.4711428571 14.2814285714 
81 14 -1.1075 24.6728571429 -1.0447142857 
82 14 42.5586428571 29.6032142857 -10.6863571429 
83 14 -13.0450714286 39.1537142857 34.4070714286 
84 14 33.7816428571 22.8797142857 20.1871428571 
85 14 28.792 29.5492857143 29.8314285714 
86 14 23.7317142857 70.7409285714 14.9548571429 
87 14 55.3242142857 57.3627142857 -5.4022142857 
88 14 -13.4282857143 55.3044285714 56.6970714286 
89 14 33.4222857143 70.8085 35.6176428571 
90 14 2.6482142857 7.5105714286 26.1326428571 
91 14 -0.2155714286 38.9187142857 32.8539285714 
92 14 4.4997857143 76.6607142857 52.8318571429 
93 14 39.5185714286 23.7385 -1.7420714286 
94 14 13.6463571429 70.1104285714 66.2892142857 
95 14 38.4097857143 -6.5158571429 24.4872857143 
96 14 72.3314285714 43.7815714286 51.8356428571 
97 14 73.5902857143 40.7475714286 -0.9033571429 
98 14 69.5286428571 -0.6667142857 41.3599285714 
99 14 1.5511428571 42.0582142857 28.2517857143 
100 14 39.7687857143 69.5267142857 -3.2119285714 
101 14 84.0632142857 68.5440714286 31.258 
102 14 0.5477857143 21.0331428571 -2.7145714286 
103 14 52.0019285714 10.0552142857 -12.5653571429 
104 14 52.0918571429 -5.6807142857 55.5432142857 
105 14 38.6992142857 71.9479285714 40.0552142857 
106 14 73.88 36.1440714286 13.5544285714 
107 14 70.9962142857 58.3065714286 24.3293571429 
108 14 73.8742142857 46.8542142857 61.9931428571 
109 14 12.4199285714 -11.6435 -1.9412857143 
