# Cluster list (11 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 13804 17.1887468125 16.9850059403 16.6857681831 
2 56 15.3454464286 -4.0417142857 22.66125 
3 28 -3.8255714286 33.0669642857 19.2103214286 
4 14 42.6539285714 8.1049285714 -1.496 
5 14 8.4159285714 37.1820714286 32.4475714286 
6 14 9.9904285714 -10.7829285714 9.7396428571 
7 14 2.6591428571 40.5109285714 8.0267857143 
8 14 5.3523571429 -7.1657142857 0.5213571429 
9 14 15.3949285714 35.0432857143 38.0688571429 
10 14 15.1973571429 12.7685 -3.2932142857 
11 14 16.1984285714 -4.5251428571 38.4899285714 
