# Cluster list (47 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 6342 33.3311994639 20.8931222012 24.3780518764 
2 2086 8.876147651 36.9132310642 17.9667756472 
3 1694 16.4897585596 27.3194167651 38.9294256198 
4 490 49.0940979592 9.9255510204 42.3770122449 
5 294 17.6231428571 49.9496564626 38.9901530612 
6 266 47.3102030075 54.0418609023 34.1823045113 
7 238 54.1762857143 37.708802521 13.5933193277 
8 224 33.9049821429 34.3053794643 1.8759330357 
9 196 -0.3469030612 20.1196122449 47.6464387755 
10 182 -4.1276538462 24.0650659341 8.9576428571 
11 168 49.7388392857 0.9932142857 26.753125 
12 168 22.6956369048 48.18375 4.8561845238 
13 168 8.2456071429 7.6062083333 33.9831369048 
14 154 33.9528376623 36.1270584416 53.4332467532 
15 140 -3.7848285714 25.4907785714 32.7973857143 
16 112 -1.6996875 6.2583125 41.8787410714 
17 112 3.1714375 3.8619196429 3.8261607143 
18 98 16.2845714286 11.5469183673 -4.0491428571 
19 98 14.6319081633 11.6509693878 48.613755102 
20 98 29.9899693878 10.7346020408 -6.3741122449 
21 70 12.9131571429 -3.1460428571 3.12 
22 56 44.1475357143 63.4789821429 7.0954107143 
23 56 51.9454464286 39.5916428571 49.999375 
24 56 53.0603392857 40.5173035714 -3.8117321429 
25 42 17.8570714286 32.5726190476 56.5581190476 
26 42 3.3093333333 20.3294285714 -5.3248095238 
27 28 54.5829642857 6.4733571429 3.9605 
28 28 14.8634642857 -4.9038928571 55.8671071429 
29 28 28.0582857143 61.4488571429 28.4314285714 
30 28 1.1504285714 -0.7039642857 26.2321071429 
31 14 46.3860714286 54.6358571429 -13.7014285714 
32 14 49.1195 5.505 -6.7948571429 
33 14 13.829 51.7567857143 57.606 
34 14 45.4983571429 12.9741428571 -12.4295714286 
35 14 39.5476428571 49.1092142857 62.5993571429 
36 14 56.691 19.4223571429 -3.7931428571 
37 14 -2.4254285714 25.6785714286 57.3986428571 
38 14 -1.9918571429 62.1293571429 40.1676428571 
39 14 38.1349285714 -3.6432142857 18.0256428571 
40 14 4.4721428571 59.2014285714 54.4805 
41 14 53.9126428571 37.1603571429 30.0297857143 
42 14 54.689 32.2448571429 48.5364285714 
43 14 -0.8562142857 55.5379285714 29.3510714286 
44 14 2.8964285714 56.1722142857 6.7205 
45 14 11.1445 21.7748571429 50.7621428571 
46 14 44.8212142857 5.0032142857 -10.0442142857 
47 14 53.3955 56.9299285714 2.2079285714 
