# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.229910348 0.0 
0.6897310441 0.57959601 
1.1495517402 0.3203030581 
1.6093724362 0.6030931455 
2.0691931323 0.6651101754 
2.5290138283 0.9585626319 
2.9888345244 1.3097957076 
3.4486552205 1.2843710399 
3.9084759165 1.7574846754 
4.3682966126 1.8414471018 
4.8281173087 1.9979427413 
5.2879380047 1.7730966099 
5.7477587008 1.9507298545 
6.2075793969 1.8617005293 
6.6674000929 1.7135282989 
7.127220789 1.8850938189 
7.587041485 1.894505685 
8.0468621811 1.6445011926 
8.5066828772 1.5406982544 
8.9665035732 1.6872288757 
9.4263242693 1.4526670813 
9.8861449654 1.5444750201 
10.3459656614 1.5451442017 
10.8057863575 1.5903037172 
11.2656070536 1.510457453 
11.7254277496 1.4795888917 
12.1852484457 1.4730596267 
12.6450691417 1.5118285522 
13.1048898378 1.4392389226 
13.5647105339 1.4489900249 
14.0245312299 1.3846135423 
14.484351926 1.3498921516 
14.9441726221 1.3730883701 
15.4039933181 1.3959708473 
15.8638140142 1.3860963106 
16.3236347103 1.3622269089 
16.7834554063 1.3693082617 
17.2432761024 1.3664947882 
17.7030967984 1.3192423686 
18.1629174945 1.2944641073 
18.6227381906 1.3100683639 
19.0825588866 1.2999125918 
19.5423795827 1.2596774326 
20.0022002788 1.2249415057 
20.4620209748 1.2203613009 
20.9218416709 1.2117298647 
21.381662367 1.1867556656 
21.841483063 1.1648860862 
22.3013037591 1.1483918392 
22.7611244551 1.1143287184 
23.2209451512 1.138776241 
23.6807658473 1.080705819 
24.1405865433 1.0465531533 
24.6004072394 1.0529181271 
25.0602279355 1.0264722738 
25.5200486315 1.0163784592 
25.9798693276 1.0052907301 
26.4396900237 0.9802412406 
26.8995107197 0.9736896835 
27.3593314158 0.9377984588 
