# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1594109319 0.0 
0.4782327957 1.4018587615 
0.7970546595 1.0329485611 
1.1158765233 2.1217321795 
1.4346983871 2.5739046112 
1.7535202509 3.8820704163 
2.0723421147 4.5072886687 
2.3911639785 4.8194079314 
2.7099858423 4.7030100384 
3.0288077061 4.5142266144 
3.3476295699 5.059679558 
3.6664514336 4.3173954131 
3.9852732974 4.2334739712 
4.3040951612 3.7434156567 
4.622917025 3.6390564996 
4.9417388888 3.7246797513 
5.2605607526 3.4591765766 
5.5793826164 3.1642245457 
5.8982044802 3.2423386998 
6.217026344 3.0072593881 
6.5358482078 2.8222459231 
6.8546700716 2.7545294962 
7.1734919354 2.7348089509 
7.4923137992 2.6294369527 
7.811135663 2.4518906711 
8.1299575268 2.3438561147 
8.4487793906 2.1998160188 
8.7676012544 2.1393431488 
9.0864231182 2.0965563805 
9.405244982 2.0633256301 
9.7240668458 1.9443193356 
10.0428887096 1.9206296949 
10.3617105734 1.8713568467 
10.6805324371 1.8021122678 
10.9993543009 1.8109141603 
11.3181761647 1.718985587 
11.6369980285 1.7161108131 
11.9558198923 1.667676967 
12.2746417561 1.6160097363 
12.5934636199 1.5561900044 
12.9122854837 1.5686992305 
13.2311073475 1.582641657 
13.5499292113 1.5549189387 
13.8687510751 1.6375185368 
14.1875729389 1.6473393873 
14.5063948027 1.6136460428 
14.8252166665 1.6115504964 
15.1440385303 1.6246291472 
15.4628603941 1.5620352455 
15.7816822579 1.5671983814 
16.1005041217 1.5878327051 
16.4193259855 1.5962432657 
16.7381478493 1.6135475155 
17.0569697131 1.6014090925 
17.3757915768 1.5883327732 
17.6946134406 1.5932029 
18.0134353044 1.5697539269 
18.3322571682 1.5505857202 
18.651079032 1.5356226944 
18.9699008958 1.5149296279 
