# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1600410212 5.3761475445 
0.4801230635 1.2800351297 
0.8002051059 0.5659102678 
1.1202871483 1.0171089949 
1.4403691906 0.9400913739 
1.760451233 1.457270763 
2.0805332754 1.1288498781 
2.4006153177 1.4527262596 
2.7206973601 1.5030089909 
3.0407794025 1.7457600883 
3.3608614448 1.4834485672 
3.6809434872 1.634059959 
4.0010255296 1.658314168 
4.3211075719 1.6577273964 
4.6411896143 1.6102882503 
4.9612716566 1.7224550385 
5.281353699 1.5266416528 
5.6014357414 1.5190493062 
5.9215177837 1.4919202047 
6.2415998261 1.4465182263 
6.5616818685 1.526297241 
6.8817639108 1.568527546 
7.2018459532 1.4369426617 
7.5219279956 1.4708430216 
7.8420100379 1.3870719373 
8.1620920803 1.4365786365 
8.4821741227 1.3565820809 
8.802256165 1.2905281457 
9.1223382074 1.3155420541 
9.4424202497 1.3019981989 
9.7625022921 1.2957202609 
10.0825843345 1.2141629826 
10.4026663768 1.2604852085 
10.7227484192 1.2422461508 
11.0428304616 1.2174492619 
11.3629125039 1.2512588837 
11.6829945463 1.152255791 
12.0030765887 1.2368919688 
12.323158631 1.2049082646 
12.6432406734 1.1588406051 
12.9633227157 1.1496645531 
13.2834047581 1.1365483197 
13.6034868005 1.1223869574 
13.9235688428 1.1196756116 
14.2436508852 1.0970683173 
14.5637329276 1.0894828062 
14.8838149699 1.0309738778 
15.2038970123 1.0298524621 
15.5239790547 1.0155030008 
15.844061097 1.0214509686 
16.1641431394 1.0146591366 
16.4842251818 0.9760891231 
16.8043072241 0.9709009957 
17.1243892665 0.9601977739 
17.4444713088 0.8985384068 
17.7645533512 0.8936005441 
18.0846353936 0.8871363861 
18.4047174359 0.8422757621 
18.7247994783 0.8428757668 
19.0448815207 0.8554457537 
