# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1294680211 2.6426111596 
0.3884040632 0.3775158799 
0.6473401054 0.8345087872 
0.9062761476 0.928485002 
1.1652121897 1.2996448326 
1.4241482319 1.7133413013 
1.6830842741 2.559379312 
1.9420203162 3.0804402274 
2.2009563584 3.0323049711 
2.4598924005 2.6816164903 
2.7188284427 2.850187867 
2.9777644849 2.6226418057 
3.236700527 2.9919542126 
3.4956365692 2.9276460013 
3.7545726114 2.7179946792 
4.0135086535 2.4483554155 
4.2724446957 2.5876241465 
4.5313807378 2.3694359037 
4.79031678 2.4238945592 
5.0492528222 2.3137322948 
5.3081888643 2.303116308 
5.5671249065 2.1491459178 
5.8260609487 2.0441528061 
6.0849969908 1.9695985408 
6.343933033 2.0204750509 
6.6028690752 1.9111862358 
6.8618051173 1.7646672527 
7.1207411595 1.6980727504 
7.3796772016 1.7404148178 
7.6386132438 1.6699764126 
7.897549286 1.6124567555 
8.1564853281 1.6049180304 
8.4154213703 1.5402028437 
8.6743574125 1.5595094666 
8.9332934546 1.6117634012 
9.1922294968 1.5557927641 
9.4511655389 1.4631219655 
9.7101015811 1.4612969508 
9.9690376233 1.4677871743 
10.2279736654 1.4040106716 
10.4869097076 1.4671029644 
10.7458457498 1.4172006044 
11.0047817919 1.4215190128 
11.2637178341 1.4346534426 
11.5226538762 1.4296166078 
11.7815899184 1.4261846091 
12.0405259606 1.4009464741 
12.2994620027 1.4030941805 
12.5583980449 1.4012542099 
12.8173340871 1.4038085401 
13.0762701292 1.3957380337 
13.3352061714 1.3633176838 
13.5941422135 1.3013317985 
13.8530782557 1.333153784 
14.1120142979 1.2544321855 
14.37095034 1.3257380517 
14.6298863822 1.2673606616 
14.8888224244 1.2625601659 
15.1477584665 1.2681547855 
15.4066945087 1.2097142885 
