# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.131047055 6.0844087301 
0.393141165 0.8692012472 
0.655235275 0.4803480576 
0.9173293851 1.1511043543 
1.1794234951 1.0473162568 
1.4415176051 1.3372326879 
1.7036117151 1.5570337301 
1.9657058251 2.1241426928 
2.2277999351 2.5795649916 
2.4898940452 2.6492997423 
2.7519881552 2.5458930789 
3.0140822652 2.5900883511 
3.2761763752 2.8411204944 
3.5382704852 2.7585619105 
3.8003645953 2.7866784834 
4.0624587053 2.5569706591 
4.3245528153 2.494830997 
4.5866469253 2.4595841602 
4.8487410353 2.4675328492 
5.1108351453 2.2876523622 
5.3729292554 2.4149457331 
5.6350233654 2.2745248209 
5.8971174754 2.0948951717 
6.1592115854 2.2325410428 
6.4213056954 2.1435632089 
6.6833998054 2.2843820578 
6.9454939155 2.0098474021 
7.2075880255 2.0513762356 
7.4696821355 2.0123239378 
7.7317762455 2.0634791002 
7.9938703555 2.0797298203 
8.2559644656 2.1020538727 
8.5180585756 2.0486160035 
8.7801526856 2.0663859171 
9.0422467956 2.0420509278 
9.3043409056 1.9471395301 
9.5664350156 2.013928634 
9.8285291257 1.9382425535 
10.0906232357 1.9325899103 
10.3527173457 1.9165692528 
10.6148114557 1.929428942 
10.8769055657 1.8593538581 
11.1389996757 1.8307120196 
11.4010937858 1.7935983812 
11.6631878958 1.8050446704 
11.9252820058 1.7735987773 
12.1873761158 1.7389384593 
12.4494702258 1.6678416899 
12.7115643359 1.6842698674 
12.9736584459 1.6500161615 
13.2357525559 1.6449613721 
13.4978466659 1.6065530655 
13.7599407759 1.5698495617 
14.0220348859 1.5071081133 
14.284128996 1.5147863054 
14.546223106 1.4755069759 
14.808317216 1.4335875848 
15.070411326 1.4044010271 
15.332505436 1.4080603042 
15.594599546 1.371440966 
