# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1362944296 0.0 
0.4088832888 0.0 
0.681472148 0.0 
0.9540610071 0.1690279369 
1.2266498663 0.4613631393 
1.4992387255 1.0652474927 
1.7718275847 2.8069284961 
2.0444164439 3.2565382406 
2.3170053031 3.8619378403 
2.5895941622 3.553952711 
2.8621830214 3.2309358218 
3.1347718806 2.9537312658 
3.4073607398 2.7803113422 
3.679949599 2.7668668141 
3.9525384581 2.4282698072 
4.2251273173 2.4460991595 
4.4977161765 2.464870062 
4.7703050357 2.4771145317 
5.0428938949 2.4571592838 
5.3154827541 2.2390646388 
5.5880716132 2.1722971816 
5.8606604724 2.2004098265 
6.1332493316 2.0771296806 
6.4058381908 1.9362216482 
6.67842705 2.0609489068 
6.9510159092 1.9297428331 
7.2236047683 1.8729450611 
7.4961936275 1.8715243983 
7.7687824867 1.8913511745 
8.0413713459 1.7832738663 
8.3139602051 1.8015919269 
8.5865490642 1.7919686657 
8.8591379234 1.7879944784 
9.1317267826 1.7794369625 
9.4043156418 1.7347018613 
9.676904501 1.8029348576 
9.9494933602 1.7696552607 
10.2220822193 1.7513962496 
10.4946710785 1.757232981 
10.7672599377 1.7589052173 
11.0398487969 1.7385730656 
11.3124376561 1.7937832193 
11.5850265153 1.7796124588 
11.8576153744 1.7411485309 
12.1302042336 1.6937788537 
12.4027930928 1.7334276215 
12.675381952 1.6524454609 
12.9479708112 1.6847732887 
13.2205596703 1.6315255747 
13.4931485295 1.6305068048 
13.7657373887 1.6049921716 
14.0383262479 1.5817824248 
14.3109151071 1.5841182144 
14.5835039663 1.5458467984 
14.8560928254 1.51420465 
15.1286816846 1.4729903988 
15.4012705438 1.4813903491 
15.673859403 1.4227469472 
15.9464482622 1.3988885084 
16.2190371214 1.396720446 
