# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.2110748758 0.0 
0.6332246274 0.0 
1.055374379 0.0 
1.4775241306 0.3882785451 
1.8996738822 0.8635484582 
2.3218236338 1.8155222081 
2.7439733853 2.5075048825 
3.1661231369 2.3235445874 
3.5882728885 2.7474732995 
4.0104226401 2.3148660616 
4.4325723917 2.1484355146 
4.8547221433 2.0928246182 
5.2768718949 2.0268029669 
5.6990216465 1.8078258524 
6.1211713981 1.7341262332 
6.5433211497 1.8265067944 
6.9654709013 1.7701446197 
7.3876206529 1.6023355629 
7.8097704044 1.7159366018 
8.231920156 1.716570033 
8.6540699076 1.5475204239 
9.0762196592 1.7090414692 
9.4983694108 1.6882064853 
9.9205191624 1.631418192 
10.342668914 1.6206299481 
10.7648186656 1.6383921694 
11.1869684172 1.4977686703 
11.6091181688 1.5364581887 
12.0312679204 1.5838110754 
12.453417672 1.5809722861 
12.8755674235 1.5296264122 
13.2977171751 1.6118059323 
13.7198669267 1.5934858373 
14.1420166783 1.5730259007 
14.5641664299 1.5602723072 
14.9863161815 1.5192086969 
15.4084659331 1.5000096175 
15.8306156847 1.4505917108 
16.2527654363 1.4607521414 
16.6749151879 1.3734078211 
17.0970649395 1.3701658935 
17.5192146911 1.3308828887 
17.9413644426 1.2985967223 
18.3635141942 1.2741650794 
18.7856639458 1.236890356 
19.2078136974 1.252126937 
19.629963449 1.205127939 
20.0521132006 1.1740230013 
20.4742629522 1.1705577507 
20.8964127038 1.1478452577 
21.3185624554 1.1538485349 
21.740712207 1.1344513061 
22.1628619586 1.1119163076 
22.5850117102 1.0768734603 
23.0071614617 1.0847412936 
23.4293112133 1.0535187549 
23.8514609649 1.0525590646 
24.2736107165 1.0083015907 
24.6957604681 1.0147040379 
25.1179102197 1.0002714821 
