# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1424979956 0.0 
0.4274939867 0.0 
0.7124899778 0.5444911319 
0.9974859689 0.2097026657 
1.28248196 0.6783823938 
1.5674779511 0.7673734908 
1.8524739422 1.0589709416 
2.1374699333 1.7140194211 
2.4224659245 1.6566832712 
2.7074619156 2.2045863265 
2.9924579067 2.0784427346 
3.2774538978 2.1433337944 
3.5624498889 2.4098666675 
3.84744588 2.3499221931 
4.1324418711 2.1641580964 
4.4174378622 2.0769580243 
4.7024338534 1.9342097767 
4.9874298445 2.1895179303 
5.2724258356 1.9240100464 
5.5574218267 1.9312494398 
5.8424178178 1.9279563077 
6.1274138089 1.7919725266 
6.4124098 1.7707611531 
6.6974057912 1.9307747545 
6.9824017823 1.856817551 
7.2673977734 1.8346923122 
7.5523937645 1.7945983225 
7.8373897556 1.7850142286 
8.1223857467 1.7012275753 
8.4073817378 1.8047868637 
8.6923777289 1.8449977632 
8.9773737201 1.7001859051 
9.2623697112 1.7318391808 
9.5473657023 1.7536673469 
9.8323616934 1.7556065228 
10.1173576845 1.6423658388 
10.4023536756 1.6636131663 
10.6873496667 1.719522095 
10.9723456578 1.6755621806 
11.257341649 1.6437385831 
11.5423376401 1.5824930484 
11.8273336312 1.5486963267 
12.1123296223 1.5597224286 
12.3973256134 1.5567199999 
12.6823216045 1.5097462407 
12.9673175956 1.4711824268 
13.2523135867 1.4452684874 
13.5373095779 1.4026337701 
13.822305569 1.424553761 
14.1073015601 1.3570243375 
14.3922975512 1.3582388574 
14.6772935423 1.3326586394 
14.9622895334 1.2776840973 
15.2472855245 1.261390717 
15.5322815156 1.2715435229 
15.8172775068 1.2339726926 
16.1022734979 1.2044528171 
16.387269489 1.1903024076 
16.6722654801 1.1895065592 
16.9572614712 1.1335448207 
