# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.113100734 0.0 
0.3393022021 0.0 
0.5655036701 0.0 
0.7917051382 0.4199661771 
1.0179066062 0.7642007484 
1.2441080743 1.3660438287 
1.4703095423 1.9882257005 
1.6965110104 3.0341935042 
1.9227124784 3.6877675134 
2.1489139465 3.999364249 
2.3751154145 3.6851714843 
2.6013168826 3.5324233169 
2.8275183506 3.4788243026 
3.0537198187 3.6290221709 
3.2799212867 3.0474170099 
3.5061227548 3.2004218584 
3.7323242228 2.7054920214 
3.9585256909 2.7476024371 
4.1847271589 2.7461371589 
4.410928627 2.9075572443 
4.637130095 2.6062215057 
4.8633315631 2.6075297227 
5.0895330311 2.4857905846 
5.3157344992 2.5061741403 
5.5419359672 2.3640294854 
5.7681374353 2.353511121 
5.9943389033 2.1681974723 
6.2205403714 2.1606325113 
6.4467418394 2.2842661751 
6.6729433075 2.1409669826 
6.8991447755 2.2464654391 
7.1253462436 2.1778780091 
7.3515477116 2.1954795406 
7.5777491797 2.0779095739 
7.8039506477 2.1386992196 
8.0301521158 2.0949159149 
8.2563535838 2.0380757889 
8.4825550519 2.120510661 
8.7087565199 2.1192379124 
8.934957988 2.1668271987 
9.161159456 2.1669307445 
9.3873609241 2.1239096506 
9.6135623921 2.1262192381 
9.8397638602 2.0610670529 
10.0659653282 2.0466370547 
10.2921667963 2.0077033832 
10.5183682643 2.031271585 
10.7445697324 2.0688871521 
10.9707712004 1.9756471784 
11.1969726685 1.9505346519 
11.4231741365 1.9837240423 
11.6493756046 1.9313588435 
11.8755770726 1.9125119529 
12.1017785407 1.8692823168 
12.3279800087 1.8470900464 
12.5541814768 1.8071929451 
12.7803829448 1.8155852176 
13.0065844129 1.7208705801 
13.2327858809 1.6829734479 
13.4589873489 1.6550427737 
