# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1340957479 0.0 
0.4022872436 0.0 
0.6704787393 0.0 
0.938670235 0.2753542279 
1.2068617308 0.4175453456 
1.4750532265 0.5597860678 
1.7432447222 1.60442621 
2.0114362179 1.4769740096 
2.2796277137 2.2535903632 
2.5478192094 2.7631949184 
2.8160107051 3.4319452186 
3.0842022008 3.4773008105 
3.3523936965 3.3453483812 
3.6205851923 3.2501363303 
3.888776688 2.9870042634 
4.1569681837 2.8119738978 
4.4251596794 2.5626142866 
4.6933511752 2.8380361774 
4.9615426709 2.8768752344 
5.2297341666 2.8349901776 
5.4979256623 2.8520234505 
5.7661171581 3.0336611082 
6.0343086538 2.8069272827 
6.3025001495 2.7760591761 
6.5706916452 2.6955206639 
6.838883141 2.8146536995 
7.1070746367 2.7900035179 
7.3752661324 2.8108217838 
7.6434576281 2.8762483489 
7.9116491239 2.6123850086 
8.1798406196 2.8417917802 
8.4480321153 2.7891524163 
8.716223611 2.7439409407 
8.9844151067 2.5992228769 
9.2526066025 2.7360386642 
9.5207980982 2.6743442569 
9.7889895939 2.6330532764 
10.0571810896 2.6393932998 
10.3253725854 2.5304168104 
10.5935640811 2.5225411999 
10.8617555768 2.4585198923 
11.1299470725 2.5347030812 
11.3981385683 2.4205918128 
11.666330064 2.452359951 
11.9345215597 2.2867934572 
12.2027130554 2.3325531072 
12.4709045512 2.3220464563 
12.7390960469 2.3171206758 
13.0072875426 2.246378576 
13.2754790383 2.2140525136 
13.5436705341 2.1878262803 
13.8118620298 2.2086821161 
14.0800535255 2.1358184185 
14.3482450212 2.1006221545 
14.6164365169 2.1019900885 
14.8846280127 2.0489769297 
15.1528195084 2.0393233824 
15.4210110041 1.9900651492 
15.6892024998 1.9335273581 
15.9573939956 1.9597308581 
