# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.163119485 0.0 
0.4893584551 0.3996935154 
0.8155974252 0.2945110113 
1.1418363953 0.3780884605 
1.4680753654 0.5962640967 
1.7943143355 1.8754849568 
2.1205533056 2.5114600416 
2.4467922757 3.6421775959 
2.7730312458 3.7777483874 
3.0992702159 3.3243881317 
3.425509186 3.2373967213 
3.7517481561 3.4039389812 
4.0779871262 3.1856169734 
4.4042260963 3.0280254621 
4.7304650664 2.7357785943 
5.0567040365 2.5572623946 
5.3829430066 2.4417017568 
5.7091819767 2.4964535129 
6.0354209468 2.465490185 
6.3616599169 2.2608430748 
6.687898887 2.3585404029 
7.0141378571 2.1039382523 
7.3403768272 1.9966256714 
7.6666157973 2.009322259 
7.9928547674 1.9511967725 
8.3190937375 2.0005162367 
8.6453327076 1.8656790336 
8.9715716777 1.734941134 
9.2978106478 1.7347387412 
9.6240496179 1.6609247959 
9.950288588 1.680116203 
10.2765275581 1.6371725652 
10.6027665282 1.6139091899 
10.9290054983 1.5996050252 
11.2552444684 1.5654196321 
11.5814834385 1.583551669 
11.9077224086 1.4797759922 
12.2339613787 1.4808270536 
12.5602003488 1.4986484542 
12.8864393188 1.5205601628 
13.2126782889 1.4782405975 
13.538917259 1.4890846083 
13.8651562291 1.4828268008 
14.1913951992 1.4888706658 
14.5176341693 1.4773388158 
14.8438731394 1.4824890539 
15.1701121095 1.5216326586 
15.4963510796 1.4710540034 
15.8225900497 1.5279767122 
16.1488290198 1.4668659581 
16.4750679899 1.467127524 
16.80130696 1.4729436913 
17.1275459301 1.4143224405 
17.4537849002 1.4310210128 
17.7800238703 1.4122713529 
18.1062628404 1.3845459497 
18.4325018105 1.3716119227 
18.7587407806 1.3412439419 
19.0849797507 1.3549170264 
19.4112187208 1.3108110845 
