# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1482038877 0.0 
0.4446116631 0.0 
0.7410194384 0.5728491196 
1.0374272138 0.6618729693 
1.3338349892 0.9367491751 
1.6302427646 1.1063542063 
1.9266505399 1.6069094398 
2.2230583153 1.8354899305 
2.5194660907 1.8056626627 
2.8158738661 2.118590517 
3.1122816414 2.6223855845 
3.4086894168 2.3372099785 
3.7050971922 2.2220805135 
4.0015049676 2.4026674454 
4.2979127429 2.5485430919 
4.5943205183 2.2794786742 
4.8907282937 2.2480997426 
5.187136069 2.2472951996 
5.4835438444 2.1619894718 
5.7799516198 2.0509103011 
6.0763593952 1.9981576943 
6.3727671705 1.9873156101 
6.6691749459 2.0062918474 
6.9655827213 2.0099847805 
7.2619904967 1.924817572 
7.558398272 1.9665079336 
7.8548060474 1.8557783 
8.1512138228 1.8336094946 
8.4476215982 1.8758046674 
8.7440293735 1.8716874145 
9.0404371489 1.7724251423 
9.3368449243 1.7850782903 
9.6332526997 1.7636486069 
9.929660475 1.7439827444 
10.2260682504 1.7441739751 
10.5224760258 1.7494927258 
10.8188838012 1.7754453074 
11.1152915765 1.7478076065 
11.4116993519 1.6894025166 
11.7081071273 1.7008638087 
12.0045149027 1.7224179609 
12.300922678 1.6962354011 
12.5973304534 1.6404531925 
12.8937382288 1.5774036727 
13.1901460042 1.5595217048 
13.4865537795 1.5815376394 
13.7829615549 1.5469663754 
14.0793693303 1.5199035272 
14.3757771056 1.4945054755 
14.672184881 1.4221480082 
14.9685926564 1.4841029978 
15.2650004318 1.4164283026 
15.5614082071 1.3781216031 
15.8578159825 1.3296210321 
16.1542237579 1.3499818538 
16.4506315333 1.3008900768 
16.7470393086 1.2762745813 
17.043447084 1.2536669285 
17.3398548594 1.2257503746 
17.6362626348 1.2205068004 
