# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1594109319 0.0 
0.4782327957 1.4204530126 
0.7970546595 0.5233247941 
1.1158765233 0.859949932 
1.4346983871 0.8802151455 
1.7535202509 1.1145092868 
2.0723421147 1.1587317489 
2.3911639785 1.1767066377 
2.7099858423 1.5487519944 
3.0288077061 1.5116555308 
3.3476295699 1.5200134655 
3.6664514336 1.7732405871 
3.9852732974 1.5222168105 
4.3040951612 1.6905208615 
4.622917025 1.6608720011 
4.9417388888 1.7376415494 
5.2605607526 1.67707341 
5.5793826164 1.8501439131 
5.8982044802 1.6749450811 
6.217026344 1.6557427755 
6.5358482078 1.6479958426 
6.8546700716 1.668904275 
7.1734919354 1.6312299113 
7.4923137992 1.5757855931 
7.811135663 1.6485457451 
8.1299575268 1.504471607 
8.4487793906 1.5063408692 
8.7676012544 1.5495395755 
9.0864231182 1.4990238235 
9.405244982 1.4638663219 
9.7240668458 1.4741971323 
10.0428887096 1.4675946847 
10.3617105734 1.4671589779 
10.6805324371 1.4399436361 
10.9993543009 1.4261809665 
11.3181761647 1.3369765092 
11.6369980285 1.4085122518 
11.9558198923 1.3353403031 
12.2746417561 1.3281411348 
12.5934636199 1.2885126217 
12.9122854837 1.2866920035 
13.2311073475 1.2643048974 
13.5499292113 1.2330339493 
13.8687510751 1.2067720416 
14.1875729389 1.178921009 
14.5063948027 1.2214843891 
14.8252166665 1.1830028435 
15.1440385303 1.1310742707 
15.4628603941 1.1257749326 
15.7816822579 1.0996868582 
16.1005041217 1.1153090352 
16.4193259855 1.0836644424 
16.7381478493 1.0848626141 
17.0569697131 1.0134230041 
17.3757915768 1.0113893249 
17.6946134406 0.9832344704 
18.0134353044 0.9863227038 
18.3322571682 0.9302613943 
18.651079032 0.9242975053 
18.9699008958 0.9273802166 
