# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.101101146 0.0 
0.3033034379 0.0 
0.5055057298 0.0 
0.7077080218 0.0 
0.9099103137 0.4347948161 
1.1121126056 2.04019106 
1.3143148976 4.8554940778 
1.5165171895 5.9832526278 
1.7187194814 6.3708961614 
1.9209217734 6.1535098437 
2.1231240653 4.4972036318 
2.3253263572 4.4176303273 
2.5275286492 3.6899617625 
2.7297309411 3.6547206854 
2.931933233 3.5044565533 
3.134135525 3.5360246232 
3.3363378169 3.1083571872 
3.5385401088 2.7669674999 
3.7407424008 2.7181026464 
3.9429446927 2.6208677004 
4.1451469846 2.3057313912 
4.3473492766 2.1703690764 
4.5495515685 2.2174821857 
4.7517538604 2.0007908705 
4.9539561524 1.8352940261 
5.1561584443 1.7162806649 
5.3583607362 1.8205098323 
5.5605630282 1.7518983061 
5.7627653201 1.5971171501 
5.964967612 1.611309456 
6.167169904 1.5679719898 
6.3693721959 1.6604393398 
6.5715744878 1.5012529277 
6.7737767798 1.6492857266 
6.9759790717 1.553210423 
7.1781813636 1.6010994242 
7.3803836556 1.6663644581 
7.5825859475 1.6069708263 
7.7847882394 1.7251244509 
7.9869905314 1.7465404027 
8.1891928233 1.7199731023 
8.3913951152 1.7336885807 
8.5935974072 1.767472219 
8.7957996991 1.8092006066 
8.998001991 1.8041405079 
9.200204283 1.8314007778 
9.4024065749 1.9144678634 
9.6046088668 1.8312817043 
9.8068111588 1.8007063966 
10.0090134507 1.7981421376 
10.2112157426 1.7800673665 
10.4134180346 1.7586936665 
10.6156203265 1.7592916136 
10.8178226184 1.7895032072 
11.0200249104 1.7411797791 
11.2222272023 1.6416903714 
11.4244294942 1.6197491595 
11.6266317862 1.6116974592 
11.8288340781 1.556746059 
12.03103637 1.4883156325 
