# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1890025588 0.0 
0.5670076763 0.0 
0.9450127939 0.1603006964 
1.3230179114 0.1646331477 
1.701023029 0.2496486255 
2.0790281465 0.970611909 
2.4570332641 1.5348476128 
2.8350383816 2.0184608399 
3.2130434992 2.1614739063 
3.5910486168 2.5512062863 
3.9690537343 2.548829502 
4.3470588519 2.4012802053 
4.7250639694 2.1820035093 
5.103069087 1.9655151203 
5.4810742045 2.3699606922 
5.8590793221 2.1036965179 
6.2370844396 2.2255701338 
6.6150895572 2.1475758151 
6.9930946747 2.1649178765 
7.3710997923 2.1594934307 
7.7491049098 2.1834454888 
8.1271100274 2.1651573514 
8.5051151449 2.0712454038 
8.8831202625 2.0127072955 
9.26112538 2.1392710928 
9.6391304976 2.2511114711 
10.0171356152 2.1234706869 
10.3951407327 2.1208580459 
10.7731458503 2.1846149893 
11.1511509678 2.0600266439 
11.5291560854 2.0854023596 
11.9071612029 2.022631864 
12.2851663205 1.9644802289 
12.663171438 1.9973076375 
13.0411765556 1.8721200066 
13.4191816731 1.9461632287 
13.7971867907 1.8409915356 
14.1751919082 1.8249734652 
14.5531970258 1.8081139941 
14.9312021433 1.7938541721 
15.3092072609 1.7206020695 
15.6872123784 1.8007845796 
16.065217496 1.7024294849 
16.4432226136 1.6776370047 
16.8212277311 1.7456073984 
17.1992328487 1.6530509264 
17.5772379662 1.6371823707 
17.9552430838 1.6283699491 
18.3332482013 1.6206111924 
18.7112533189 1.574025924 
19.0892584364 1.5608732952 
19.467263554 1.5375933205 
19.8452686715 1.5344589821 
20.2232737891 1.4460664779 
20.6012789066 1.4734675953 
20.9792840242 1.4257932518 
21.3572891417 1.4215660588 
21.7352942593 1.3707091306 
22.1132993768 1.3441245401 
22.4913044944 1.3727360173 
