# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.131047055 0.0 
0.393141165 0.4304770907 
0.655235275 0.0 
0.9173293851 0.4072080587 
1.1794234951 0.9385811977 
1.4415176051 1.655681118 
1.7036117151 1.6134416942 
1.9657058251 2.0326669725 
2.2277999351 2.9022487726 
2.4898940452 3.1467716481 
2.7519881552 3.186310792 
3.0140822652 3.119603501 
3.2761763752 3.1996655397 
3.5382704852 2.7268795598 
3.8003645953 2.7984421965 
4.0624587053 2.8503434548 
4.3245528153 2.6260683231 
4.5866469253 2.5214996508 
4.8487410353 2.5644195139 
5.1108351453 2.228973402 
5.3729292554 2.3992014221 
5.6350233654 2.3050853298 
5.8971174754 2.2376873654 
6.1592115854 2.1568019353 
6.4213056954 2.1248980212 
6.6833998054 2.0742773601 
6.9454939155 2.0508443456 
7.2075880255 1.8725468863 
7.4696821355 1.9054396295 
7.7317762455 1.9031011328 
7.9938703555 1.8883307134 
8.2559644656 1.920156294 
8.5180585756 1.7867040624 
8.7801526856 1.7836607936 
9.0422467956 1.816779679 
9.3043409056 1.8099165063 
9.5664350156 1.8093608014 
9.8285291257 1.7598646267 
10.0906232357 1.7367190204 
10.3527173457 1.768349493 
10.6148114557 1.7035380743 
10.8769055657 1.698830725 
11.1389996757 1.7243709554 
11.4010937858 1.6820985208 
11.6631878958 1.6940842249 
11.9252820058 1.7169874364 
12.1873761158 1.6634452339 
12.4494702258 1.6573590575 
12.7115643359 1.6358373446 
12.9736584459 1.6159141396 
13.2357525559 1.5943012471 
13.4978466659 1.5674516461 
13.7599407759 1.5425645996 
14.0220348859 1.5475518562 
14.284128996 1.5271284694 
14.546223106 1.5104197801 
14.808317216 1.4218734269 
15.070411326 1.4494045163 
15.332505436 1.4217022685 
15.594599546 1.3734655091 
