# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1824799642 2.4448786377 
0.5474398925 1.0478051304 
0.9123998208 1.6728116995 
1.2773597491 1.1233226173 
1.6423196775 1.683359062 
2.0072796058 1.612007893 
2.3722395341 2.4448786377 
2.7371994624 2.2712777877 
3.1021593908 2.3096779757 
3.4671193191 2.5350955616 
3.8320792474 2.6147644645 
4.1970391757 2.4510370222 
4.561999104 2.538711933 
4.9269590324 2.663889704 
5.2919189607 2.3557626176 
5.656878889 2.4007962212 
6.0218388173 2.3012382771 
6.3867987457 2.2453510013 
6.751758674 2.0520792461 
7.1167186023 2.1727492889 
7.4816785306 2.0319054816 
7.846638459 1.9689469635 
8.2115983873 1.9394856869 
8.5765583156 1.9446892242 
8.9415182439 1.8597910792 
9.3064781723 1.8483833883 
9.6714381006 1.8090013271 
10.0363980289 1.692774059 
10.4013579572 1.7054959721 
10.7663178856 1.6583225076 
11.1312778139 1.6249551677 
11.4962377422 1.5423184688 
11.8611976705 1.5730853715 
12.2261575989 1.5379426655 
12.5911175272 1.5212882478 
12.9560774555 1.4755919205 
13.3210373838 1.4998354815 
13.6859973121 1.4319258388 
14.0509572405 1.4475748714 
14.4159171688 1.4431103773 
14.7808770971 1.391608426 
15.1458370254 1.4408080998 
15.5107969538 1.4518581761 
15.8757568821 1.3983654988 
16.2407168104 1.3810827652 
16.6056767387 1.395049089 
16.9706366671 1.3978811264 
17.3355965954 1.3465072479 
17.7005565237 1.3753958044 
18.065516452 1.3160637695 
18.4304763804 1.2960956417 
18.7954363087 1.3338215617 
19.160396237 1.2713723718 
19.5253561653 1.2436508547 
19.8903160937 1.2908937258 
20.255276022 1.2360646029 
20.6202359503 1.2286938377 
20.9851958786 1.1804137308 
21.350155807 1.1875533034 
21.7151157353 1.152805971 
