# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1689500554 0.0 
0.5068501663 0.0 
0.8447502772 0.0 
1.182650388 0.2359714561 
1.5205504989 0.1431302275 
1.8584506098 0.9594443819 
2.1963507206 1.0999614331 
2.5342508315 2.1181579815 
2.8721509424 3.0176073301 
3.2100510532 4.0271881343 
3.5479511641 4.0621309872 
3.8858512749 3.7606836339 
4.2237513858 4.6354051704 
4.5616514967 4.5490292585 
4.8995516075 4.27553353 
5.2374517184 3.8992564879 
5.5753518293 4.060904128 
5.9132519401 3.9331999612 
6.251152051 3.8341340679 
6.5890521619 4.2392137658 
6.9269522727 4.0642855311 
7.2648523836 3.9405701989 
7.6027524945 3.9430069114 
7.9406526053 4.0203441018 
8.2785527162 3.6891994942 
8.6164528271 3.8172706948 
8.9543529379 4.0691916874 
9.2922530488 3.7748153114 
9.6301531597 3.8800214267 
9.9680532705 3.7953356179 
10.3059533814 3.6475387167 
10.6438534923 3.7686472555 
10.9817536031 3.5706226766 
11.319653714 3.5551303988 
11.6575538248 3.5060693131 
11.9954539357 3.5607287637 
12.3333540466 3.6173237571 
12.6712541574 3.6153019554 
13.0091542683 3.5202568851 
13.3470543792 3.4058328383 
13.68495449 3.385214573 
14.0228546009 3.3406379023 
14.3607547118 3.4446868435 
14.6986548226 3.3973322213 
15.0365549335 3.2875141304 
15.3744550444 3.2247279423 
15.7123551552 3.234231252 
16.0502552661 3.1523750673 
16.388155377 3.0781618763 
16.7260554878 3.1712175414 
17.0639555987 3.156422789 
17.4018557096 3.0514961564 
17.7397558204 3.1063534745 
18.0776559313 3.006568189 
18.4155560422 3.0011088643 
18.753456153 2.949681504 
19.0913562639 2.8853959867 
19.4292563747 2.7885502769 
19.7671564856 2.8079844819 
20.1050565965 2.6757576795 
