# Cluster list (71 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 38052 46.9871341848 45.4025660149 48.1624519079 
2 210 2.6116761905 76.4059047619 90.6828761905 
3 168 91.1319940476 29.7461071429 21.9833452381 
4 168 12.4519107143 82.2776130952 2.180922619 
5 126 75.6142777778 101.8703730159 11.545452381 
6 126 -4.3288174603 -1.0175396825 22.8934603175 
7 84 81.4376547619 102.0615714286 31.6192261905 
8 84 36.9900952381 99.4640595238 74.1169404762 
9 84 58.4238809524 26.18575 -3.3801309524 
10 84 99.862452381 10.419202381 56.4384166667 
11 84 38.225202381 11.3303928571 98.9388690476 
12 84 94.8821547619 97.0245714286 34.417047619 
13 84 23.7725595238 90.2358809524 36.1975119048 
14 84 5.7302857143 54.3684404762 95.69 
15 84 98.0879642857 23.0462619048 102.4573928571 
16 84 69.5608095238 86.033047619 96.0939761905 
17 42 47.7181904762 98.0175238095 19.3597619048 
18 42 62.2383333333 -6.3516428571 67.9722857143 
19 42 36.4001904762 32.1109761905 22.9448333333 
20 42 11.8791190476 84.8403571429 98.0897857143 
21 42 14.2701190476 -3.8313809524 54.6628095238 
22 42 43.5092857143 27.7701190476 102.3394761905 
23 42 94.475547619 81.084047619 30.8246666667 
24 42 23.2004761905 -6.2314047619 6.3695952381 
25 42 7.462547619 41.5116666667 2.6291666667 
26 42 21.2934285714 39.5577142857 39.4438571429 
27 42 45.5778809524 89.1993809524 36.8438095238 
28 42 104.7399047619 -3.2938095238 70.6013095238 
29 42 -6.8595714286 3.4607857143 42.1282857143 
30 42 -16.4754285714 74.135 33.8697142857 
31 42 83.7426428571 92.2401428571 22.0941904762 
32 42 6.1631428571 81.1905714286 14.5625238095 
33 42 38.4782142857 -3.124952381 54.8390714286 
34 42 35.1406428571 97.6756904762 53.4669285714 
35 42 61.4171666667 70.6887857143 6.7828095238 
36 42 -4.1298809524 6.7643809524 75.9289761905 
37 42 96.0161666667 -8.8279761905 22.913952381 
38 42 -6.2938333333 30.3627142857 92.4003333333 
39 42 41.0910238095 61.0057380952 -11.790952381 
40 42 8.7535 5.542047619 53.8617857143 
41 42 85.3526190476 -8.096 33.6965238095 
42 42 78.9097142857 92.4404285714 71.4391428571 
43 42 11.8122380952 2.8141904762 63.954547619 
44 42 91.0024285714 8.6967619048 5.7695 
45 42 -0.1496190476 102.279047619 87.5830714286 
46 42 93.5015952381 90.7016190476 2.0687380952 
47 42 92.0773095238 -6.6706190476 87.7293333333 
48 42 29.1205238095 3.4456428571 -2.3272619048 
49 42 28.3206428571 67.0269285714 70.1227619048 
50 42 6.7236904762 89.0539761905 77.3245714286 
51 42 7.2246904762 1.3268095238 25.593 
52 42 11.950547619 23.4590952381 98.0429047619 
53 42 91.1460238095 102.0388571429 15.7941428571 
54 42 89.2848333333 19.6551428571 91.8472619048 
55 42 93.0177142857 84.3262142857 40.908047619 
56 42 25.6209047619 59.2611190476 68.3050952381 
57 42 63.959547619 -4.2324047619 28.9485952381 
58 42 94.1797857143 3.1214047619 80.898452381 
59 42 7.4740714286 24.2511904762 55.6495714286 
60 42 94.3282380952 98.5297142857 53.3101190476 
61 42 17.4509047619 91.5760714286 47.759 
62 42 100.2841904762 32.6308809524 9.2963095238 
63 42 102.8102142857 79.408952381 20.1197380952 
64 42 105.521952381 10.6127380952 29.9225238095 
65 42 34.4738333333 58.2349285714 90.3995714286 
66 42 6.2012619048 -5.8591666667 50.6932142857 
67 42 65.6898333333 98.004047619 68.5497619048 
68 42 -17.367547619 81.9833809524 17.9149285714 
69 42 83.3815 8.5160238095 37.3798095238 
70 42 84.7064047619 66.5063809524 -5.1181904762 
71 42 97.8172142857 2.5389285714 21.2283095238 
