10,14,18,22,26,30,34,42
196.3416290006405,237.3435705184611,301.0239585785425,343.88891125822795,398.40603186320845,427.50259772921993,461.89778032062856,531.8332953884155
126.75590803200015,153.18500759716702,195.83510194699784,222.04034597253684,254.34917062008762,271.5862371828332,297.7312904394372,339.57396763044636
101.45111735853135,119.93367346890265,152.0858387257397,175.51196421467495,201.64266887957294,211.5839847392977,229.97112507327944,266.9057177509993
83.05409707560966,108.91403391271568,125.56478170254667,149.5002456101101,168.6671206476828,180.6616514956147,190.3044634138842,224.77508538291218
72.86433655557813,89.27686941817774,107.69921172714389,127.43515028940828,146.5502388013679,155.76694277438025,160.68124576680125,192.71060146919396
64.3956475514376,76.57975258448056,94.93823927777983,114.43328195623715,127.28020522015527,139.36870108569778,148.674108609544,172.1502896755221
58.51777158648451,71.50297301584814,85.43885733567576,101.72713563480455,113.73006465308741,123.31035131684689,133.95804028553178,153.82412496979234
52.501837328953215,66.20850865663218,78.37962803884187,94.14874165081147,101.45966880462738,114.72214021328129,125.80270548766954,142.27131826559076
48.14106044423424,61.2056611389091,71.76693780336339,85.86860690809341,95.59112606241274,107.04386926697654,116.11227683179422,134.09880462086366
44.728575042984524,56.08483371366825,68.4823787385711,80.97685460014371,89.02463657267745,99.77185369159334,108.83001873050794,124.7368223991306
41.41375400062491,53.04554944700731,64.27654290584884,75.17597470038562,84.05450169929794,93.31902661513327,102.7034768026371,116.76182088397253
37.77806457376568,49.09104328005993,59.2170978778212,70.7500793240445,81.20592282946801,89.65607556211526,96.69854722992484,110.55170252323958
35.5445857767342,46.70965844372835,56.13905412008227,66.89878605551203,73.79421767948011,83.22037779263978,91.92663901491957,109.09997604042003
33.26182137828129,43.900503690464916,53.584200166067625,66.53543404272118,71.66500257395035,80.2300764630758,87.40731252373665,103.99794514959781
31.58688085964059,42.0131290067664,50.27304413275416,61.975579251961726,69.37253024033501,76.2396581270851,82.89318955721906,98.72047597321642
29.43267400487498,38.587071381889416,49.536960974459085,59.73768358624551,66.25198553172532,74.45151893315696,79.82715898093936,96.44942958446585
