# Cluster list (191 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 7560 19.6199431217 19.4943732804 19.8149238095 
2 80 33.3681375 -0.43375 43.82195 
3 80 -6.88025 36.2571875 14.607725 
4 40 9.559525 -2.40665 36.45545 
5 30 43.6088333333 49.1482333333 30.7450666667 
6 30 45.7275333333 39.064 29.0646666667 
7 30 10.4968 15.3636333333 -16.9044 
8 30 35.6412333333 31.3715 -0.9224 
9 30 48.5347 40.8961333333 14.1229666667 
10 30 35.3114333333 40.3135333333 46.1997 
11 20 39.86135 -4.8242 21.58015 
12 20 0.4487 -13.1841 28.8753 
13 20 33.20315 22.04145 41.55605 
14 20 14.5596 31.1669 51.1608 
15 20 20.02635 -17.2937 21.76385 
16 20 6.1987 13.60615 -8.83905 
17 20 47.5101 29.68045 25.46285 
18 20 8.17335 55.17235 36.09235 
19 20 19.26585 9.5701 -11.56775 
20 20 53.02665 5.71865 2.31875 
21 20 3.06675 40.9991 35.00365 
22 20 27.71635 43.70725 40.83945 
23 20 18.1345 16.99575 -10.3944 
24 20 51.922 14.0913 0.32705 
25 20 24.05385 -13.8962 -5.95245 
26 20 -2.6023 -8.3954 10.5788 
27 20 -1.17075 28.55475 11.8136 
28 20 40.84875 25.7024 50.32435 
29 20 5.36595 -8.48105 18.10615 
30 20 -13.68635 23.50135 0.018 
31 20 9.0515 38.497 -5.4962 
32 20 24.65395 -4.07805 35.18215 
33 20 25.01625 33.3061 55.4455 
34 20 40.0024 47.29445 37.27215 
35 20 -8.7763 33.3237 47.04325 
36 10 28.7273 -8.6617 -4.1128 
37 10 3.6935 41.8804 -19.8355 
38 10 -2.8943 -10.4166 19.7437 
39 10 -7.7832 -1.7797 -8.6554 
40 10 58.3859 -0.7452 9.6165 
41 10 2.2599 19.7199 -5.3876 
42 10 -0.9488 2.7483 52.9336 
43 10 36.2055 44.1337 -0.0157 
44 10 45.1898 30.2387 -6.0516 
45 10 37.9458 4.1411 -7.9551 
46 10 46.7821 15.9992 39.5991 
47 10 -15.4485 22.2487 46.6439 
48 10 30.0996 -12.3843 38.6588 
49 10 43.7927 -13.5363 25.7644 
50 10 39.9197 9.4911 43.1306 
51 10 -23.1768 40.4232 22.8161 
52 10 7.334 30.0195 43.1448 
53 10 39.8628 41.1574 39.103 
54 10 43.3761 44.7257 -6.775 
55 10 14.4921 17.7658 56.557 
56 10 -8.4751 25.8842 17.3308 
57 10 -17.2615 16.6133 13.7982 
58 10 15.5543 -15.4533 32.4576 
59 10 -14.8546 18.819 9.7707 
60 10 43.4026 28.9079 21.2543 
