# Cluster list (51 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 9430 15.934359597 15.6730015907 15.6061004242 
2 30 38.8334 22.163 -1.7209666667 
3 20 -5.74015 8.12735 -3.8365 
4 20 29.98205 13.43995 40.4706 
5 20 36.94355 10.3972 5.93475 
6 20 9.2678 0.373 41.05755 
7 20 41.6919 3.4389 24.47975 
8 10 36.8739 38.0892 28.468 
9 10 16.3331 30.5072 -12.5842 
10 10 10.5125 -13.9903 15.353 
11 10 -6.2279 25.148 -0.4432 
12 10 25.0174 33.8099 7.9 
13 10 45.7271 0.8321 5.5527 
14 10 -1.9337 17.5829 45.5403 
15 10 36.3352 -3.0452 16.7526 
16 10 29.094 41.14 24.3431 
17 10 -5.7209 39.9568 13.3024 
18 10 -7.4096 34.516 34.671 
19 10 -7.9774 16.6676 24.1347 
20 10 -8.5028 35.1322 23.5597 
21 10 36.3751 -8.7057 24.4705 
22 10 10.2914 -1.3697 35.4983 
23 10 41.8705 12.157 13.4056 
24 10 45.5645 21.6113 13.898 
25 10 32.2485 6.0249 -5.8657 
26 10 3.062 2.4312 -7.2281 
27 10 -4.315 7.8799 34.9143 
28 10 -11.6556 31.3562 22.0971 
29 10 17.7101 8.7132 -7.2932 
30 10 44.6048 2.2916 13.4835 
31 10 41.0659 41.6396 2.8373 
32 10 -11.3091 -4.8468 2.2148 
33 10 35.5351 36.9262 6.4007 
34 10 29.1602 37.1302 -9.4464 
35 10 2.2462 48.2772 14.3891 
36 10 10.3746 -11.3807 6.1247 
37 10 38.7332 37.0969 1.727 
38 10 -1.8187 35.4493 30.5398 
39 10 -4.6393 -1.547 18.3918 
40 10 18.7316 38.2869 15.4279 
41 10 3.9946 33.9839 38.5283 
42 10 22.3466 -8.9708 8.8082 
43 10 -0.6508 -6.0224 31.3556 
44 10 17.6766 1.1684 38.9179 
45 10 17.0497 26.5244 42.3436 
46 10 44.5946 29.4393 8.4345 
47 10 36.8003 17.486 39.4125 
48 10 15.5475 3.4042 -13.5331 
49 10 17.9471 43.0172 10.8669 
50 10 28.2438 32.4209 39.6184 
51 10 11.8889 -11.9528 32.9685 
