# Cluster list (492 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 800 28.638125 30.88023375 40.87455625 
2 550 31.3666672727 35.7886818182 20.2073327273 
3 230 43.9752304348 9.4575521739 41.6331478261 
4 210 22.8646333333 17.2758952381 14.3607333333 
5 150 10.1475666667 36.48082 46.7580733333 
6 150 8.7227733333 28.5450533333 26.8432 
7 140 7.3739 29.1916357143 10.6474 
8 130 25.3113230769 28.2644230769 21.5833230769 
9 130 29.4295846154 16.5976076923 2.4221769231 
10 110 48.1758090909 18.4265272727 59.1153272727 
11 100 1.47538 17.34627 51.16935 
12 100 43.71625 40.52004 46.46525 
13 90 47.1241888889 -1.7626777778 44.3008111111 
14 80 10.2444875 45.0372 9.093625 
15 80 42.6773875 8.8862125 11.875225 
16 80 13.559775 33.4076375 61.288075 
17 70 28.8389571429 6.4320142857 24.2165142857 
18 70 50.3153857143 52.7554285714 35.8387 
19 70 21.2449857143 32.5684857143 2.5788857143 
20 70 41.1247 46.9144142857 31.3254142857 
21 60 50.14185 31.4730333333 9.6399333333 
22 60 33.9441333333 53.94075 67.4227166667 
23 60 39.8102166667 50.8858333333 18.1740833333 
24 60 2.7227666667 45.1574 18.6383 
25 60 57.9057666667 42.23795 39.3521666667 
26 60 -3.9853833333 25.5224833333 19.8030333333 
27 50 29.87336 24.90346 57.63892 
28 50 22.51164 -6.29648 34.2792 
29 50 48.00008 49.08598 54.0487 
30 50 9.81708 13.75442 5.17378 
31 50 17.23426 4.02568 36.53554 
32 40 -1.77395 37.855175 30.4063 
33 40 50.320175 45.117325 5.603775 
34 40 2.18115 12.703175 26.834725 
35 40 2.076625 47.05995 53.8173 
36 40 33.698125 61.3235 -0.841675 
37 40 30.689875 54.69265 46.1972 
38 30 53.3658 28.4661333333 0.7137 
39 30 45.1675 25.4921666667 20.9923333333 
40 30 31.7938666667 34.8820666667 66.9945 
41 30 13.9055666667 55.0663666667 14.3138666667 
42 30 -7.7706666667 17.869 20.0590333333 
43 30 49.419 5.8543666667 42.8356666667 
44 30 30.2393333333 6.6483666667 51.3854333333 
45 30 69.1616666667 49.9949666667 27.3997333333 
46 30 21.1835 34.6602666667 29.3740333333 
47 30 10.3541333333 46.3734333333 39.0439 
48 30 26.3599333333 16.5754 -7.3729666667 
49 30 28.8133333333 64.1422333333 43.7992 
50 30 21.1486666667 -8.4372666667 16.5653333333 
51 30 48.1267333333 30.0453333333 41.9488 
52 30 0.7508666667 -1.7715666667 24.9500333333 
53 30 45.3432666667 20.7434333333 31.7244666667 
54 30 10.7409333333 19.4633666667 21.3949 
55 30 42.4317666667 60.3383666667 26.0814 
56 30 20.6992666667 -5.2328333333 8.7319 
57 30 6.2168666667 55.8359333333 20.2993666667 
58 30 20.9791333333 11.2906 53.456 
59 30 10.8811 4.4656 22.0952 
60 30 -8.3451333333 19.0385666667 32.1813666667 
61 30 17.6077333333 0.7897666667 66.5834666667 
62 30 -0.3451666667 56.2217333333 39.1673 
63 20 10.5094 43.115 29.33315 
64 20 17.1837 26.7172 9.2778 
65 20 38.8266 59.85055 34.9854 
66 20 -4.2842 45.07365 34.90695 
67 20 56.74395 37.13555 28.3762 
68 20 57.0867 4.259 -2.78455 
69 20 12.91625 6.63465 -7.95415 
70 20 44.10445 40.4853 10.75755 
71 20 48.20715 70.0359 55.82025 
72 20 63.26675 -3.39885 7.6676 
73 20 65.63395 20.35585 19.167 
74 20 8.83045 22.4882 6.12255 
75 20 75.63225 39.75755 36.94485 
76 20 19.27755 29.3085 41.16105 
77 20 37.0348 21.66745 0.6042 
78 20 42.8829 41.6666 20.95465 
79 20 -8.2095 52.71055 6.3305 
80 20 22.0751 40.0526 60.18405 
81 20 77.2603 40.97535 25.53145 
82 20 63.95145 9.58315 22.74185 
83 20 59.1719 26.216 23.9741 
84 20 64.1025 29.73775 34.72005 
85 20 40.8315 49.2416 0.4602 
86 20 9.62195 15.3242 -3.8611 
87 20 15.60955 5.38325 27.61615 
88 20 54.75805 40.34905 16.6164 
89 20 0.54735 16.0862 2.57695 
90 20 34.19365 3.1109 12.11775 
91 20 61.9635 24.7666 6.6541 
92 20 65.1035 12.319 37.19255 
93 20 34.0758 44.16885 -3.1526 
94 20 27.29485 29.3534 71.2924 
95 20 43.3664 57.71255 12.0684 
96 20 13.89715 19.34945 -11.3771 
97 20 34.0119 3.13545 -2.0446 
98 20 51.1876 39.6764 53.92485 
99 20 42.87155 48.0254 46.09575 
100 20 31.0535 14.3657 53.2163 
101 20 55.665 18.5657 37.7687 
102 20 13.6854 56.4713 41.1363 
103 20 18.48235 8.6725 74.86205 
104 20 60.4645 51.2078 10.1164 
105 20 41.6412 32.466 61.2013 
106 20 52.6313 49.1863 17.01245 
107 20 14.7891 -2.93685 53.39905 
108 20 54.1755 21.1328 29.93655 
109 20 -1.8701 14.458 11.3169 
110 20 17.77995 2.14645 -3.6342 
