# Cluster list (25 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 19448 25.3726452077 25.4098419889 26.7513076923 
2 550 53.1736145455 43.3879218182 9.7267327273 
3 440 2.5966795455 42.5206636364 48.8243704545 
4 286 35.4894195804 4.9766433566 -1.334 
5 286 50.1518391608 1.7274265734 11.6318881119 
6 176 57.1453522727 24.0619772727 36.5010852273 
7 154 11.0048051948 54.972025974 6.3937467532 
8 110 34.3841272727 54.5046181818 49.8361727273 
9 66 9.7450909091 -5.868030303 32.6266666667 
10 66 12.9923181818 2.0959848485 55.578969697 
11 44 11.9895454545 55.4149318182 56.1354772727 
12 44 35.2957727273 56.2495227273 1.1238409091 
13 44 -4.0513863636 17.8722727273 -7.2271363636 
14 44 2.3775681818 1.5449090909 29.6061363636 
15 22 16.0835909091 52.6549090909 18.2781363636 
16 22 -5.1098181818 9.7214545455 36.5677272727 
17 22 37.0425909091 20.6322727273 -3.7655 
18 22 45.8083636364 16.8165 -7.3126363636 
19 22 25.4990454545 -5.7524090909 6.2843636364 
20 22 0.3078181818 57.0501818182 43.7763636364 
21 22 54.109 59.4026363636 -12.8531818182 
22 22 23.4050909091 -10.0786818182 16.0228181818 
23 22 35.6495 -15.7775454545 5.2203636364 
24 22 25.7785454545 63.5467727273 12.2476818182 
25 22 46.6381363636 30.3570454545 -7.4448181818 
