# Cluster list (148 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 1012 28.9441116601 32.7535583004 48.5492667984 
2 946 13.6089947146 54.8113551797 41.1871427061 
3 836 44.4140490431 21.4164629187 58.5890897129 
4 814 52.9632714988 4.11152457 61.1493587224 
5 792 48.3545151515 25.1741388889 16.1300340909 
6 704 26.2148110795 55.6393707386 19.1701775568 
7 638 20.3999623824 8.7621034483 22.4952225705 
8 594 62.0011127946 36.3955555556 54.5585572391 
9 484 46.1828677686 55.7604028926 38.9944504132 
10 440 62.7123954545 48.8714931818 39.7266659091 
11 396 7.5221742424 64.986010101 15.3754823232 
12 352 69.0776931818 54.5925369318 23.11184375 
13 330 70.7463969697 7.6282727273 16.5814333333 
14 330 74.0056606061 12.3860242424 52.3952454545 
15 330 32.9679060606 11.7085636364 26.3114545455 
16 308 23.7412532468 14.9032012987 75.1020064935 
17 308 6.9121103896 57.5252532468 72.7973766234 
18 286 6.517465035 72.7756818182 52.2481783217 
19 286 71.9787972028 26.9768111888 34.5251923077 
20 286 4.7640244755 22.3131608392 22.8077097902 
21 264 11.2258674242 29.3585492424 64.1001590909 
22 242 44.3180991736 38.0442561983 30.7244049587 
23 242 22.6374214876 17.5473636364 56.6943016529 
24 242 58.7759008264 68.9707644628 29.0439421488 
25 220 15.9519045455 32.9702136364 5.0175181818 
26 220 47.6389181818 71.4594136364 37.0712272727 
27 220 41.8180181818 61.8755227273 61.5632954545 
28 220 18.1061909091 28.21985 25.5477045455 
29 198 58.0172727273 54.7846868687 70.7120808081 
30 198 69.6983939394 31.8623232323 67.2460050505 
31 198 51.2047070707 58.5116262626 10.7703888889 
32 198 19.9411060606 40.4640909091 12.1395959596 
33 198 43.9319646465 48.1295656566 2.3621919192 
34 198 64.1949747475 57.6141919192 57.172489899 
35 198 30.1657777778 36.6040959596 18.668489899 
36 198 71.4547878788 27.5648282828 20.8874545455 
37 198 69.1000606061 64.0983585859 67.8658333333 
38 176 40.9610852273 9.2896022727 -1.3309772727 
39 176 6.2015852273 42.8473352273 18.4163465909 
40 176 73.9476590909 33.3406875 10.0579034091 
41 176 24.1907784091 64.4362954545 54.9596704545 
42 176 7.7156306818 29.8490397727 52.536125 
43 176 63.6360909091 20.4672670455 61.6570284091 
44 176 31.9432556818 69.9635113636 71.104375 
45 154 78.2126818182 65.4072792208 19.0564285714 
46 154 35.721025974 3.0104805195 51.6548246753 
47 154 5.6425649351 61.9329350649 60.4525844156 
48 154 56.3372532468 11.7416363636 -0.4537922078 
49 154 60.967012987 38.5712077922 7.136025974 
50 154 69.8486818182 1.0925714286 36.5057662338 
51 154 34.0818051948 40.0897077922 65.9406623377 
52 154 29.1619415584 71.6788701299 0.9903766234 
53 132 0.9020909091 9.6093106061 54.9155909091 
54 132 29.9515984848 19.0794166667 44.7868787879 
55 132 7.8223257576 58.5950378788 -0.4869166667 
56 110 68.3697909091 75.8133363636 14.8062545455 
57 110 39.4740272727 73.6801 18.9577090909 
58 110 43.4742727273 49.5218909091 78.3438636364 
59 110 28.1692 2.1200454545 59.6729454545 
60 110 26.3051909091 78.5661272727 58.0395636364 
61 110 36.4645818182 48.2134181818 52.5942181818 
62 110 6.9828636364 4.8937636364 20.7908909091 
63 110 74.8465363636 21.7269636364 72.9632454545 
64 110 69.1481363636 76.6302454545 35.7952636364 
65 110 53.3264 73.8659181818 5.4020454545 
66 110 73.4234 68.9068545455 7.6032454545 
67 110 42.0313909091 52.4490454545 21.8911 
68 110 38.3865363636 -3.8993090909 18.4582 
69 110 41.0522181818 2.4556090909 34.3246818182 
70 110 9.1142363636 44.5095454545 1.3533363636 
71 88 43.7896363636 64.2074318182 -1.5295113636 
72 88 13.2593295455 16.3071931818 66.0837613636 
73 88 47.5124659091 -4.9659090909 38.0238068182 
74 88 12.67325 7.5337272727 49.5865340909 
75 88 9.4264204545 43.3941022727 76.7576590909 
76 88 -2.4601363636 29.4337613636 34.0619772727 
77 88 54.2917272727 71.6609659091 55.7346136364 
78 88 17.5536136364 74.7359772727 68.7714090909 
79 88 21.9923068182 8.7252954545 1.9244886364 
80 88 26.0193522727 43.2474318182 72.7827727273 
81 88 -1.5418181818 52.83075 28.9755909091 
82 88 45.1508295455 47.7062613636 57.8525568182 
83 66 12.8533636364 25.6298181818 14.3828484848 
84 66 65.1560909091 69.6934242424 55.7183636364 
85 66 55.6963484848 11.9258939394 75.9442424242 
86 66 -4.2462272727 64.5705606061 67.0031515152 
87 66 -4.0293181818 47.4637424242 45.0253484848 
88 66 -3.1097272727 23.0079090909 72.0624242424 
89 66 48.5721363636 85.5224090909 59.2481969697 
90 66 10.0808333333 -0.8932878788 -3.3655909091 
91 66 26.7356666667 44.1626969697 -0.9732727273 
92 66 -0.1827272727 24.2376212121 -2.0351363636 
93 66 -3.3494090909 28.3531969697 51.4207272727 
94 44 8.8978863636 -9.1804318182 10.2909545455 
95 44 22.2680454545 60.9325681818 42.3967954545 
96 44 73.6645454545 69.6639318182 46.5135 
97 44 75.6848181818 -5.5332954545 46.7097954545 
98 44 -2.5976363636 68.7323636364 9.1303636364 
99 44 11.0663181818 19.9630454545 2.8531818182 
100 44 73.0835 28.3796363636 51.7621818182 
101 44 38.3583863636 9.0960454545 78.3272727273 
102 44 81.8180227273 4.5676818182 22.7124545455 
103 44 60.1958409091 37.0048636364 26.3204318182 
104 44 21.9899090909 77.71375 21.5878863636 
105 44 34.0145909091 40.2305681818 -8.5770454545 
106 44 83.6283409091 70.8572727273 49.4327045455 
107 44 26.2873863636 20.682 -2.3663181818 
108 44 73.1753409091 23.5195454545 -4.2922727273 
109 44 49.0635 86.2518181818 48.3465454545 
110 44 40.06125 27.7493636364 19.0923863636 
111 22 59.1662272727 39.5958636364 81.6813181818 
112 22 27.4926818182 -1.9617272727 3.1870454545 
113 22 23.8036818182 5.5805 39.4006818182 
114 22 77.796 15.8335454545 2.8268181818 
115 22 6.8873636364 69.2795 32.2267727273 
116 22 -5.0765 31.6543636364 10.5494090909 
117 22 -11.5048636364 57.4784090909 54.7726363636 
118 22 8.8509545455 -1.4515 71.9312272727 
119 22 -2.7985454545 26.7227272727 24.3832272727 
120 22 -4.7546818182 78.9415 7.7159545455 
121 22 64.7728636364 79.7480909091 -3.9919090909 
122 22 48.6732727273 34.0565454545 58.6317272727 
123 22 -5.3242727273 0.5486818182 40.7278181818 
124 22 11.6279545455 18.1197727273 74.6722272727 
125 22 47.7255909091 78.6484090909 69.7866818182 
126 22 9.8299545455 74.9855454545 69.7309545455 
127 22 61.7515909091 77.0936363636 68.5 
128 22 30.7364090909 4.119 9.0907272727 
129 22 20.5385 -0.4108636364 70.5885909091 
130 22 66.8907727273 12.6564090909 6.6616818182 
131 22 52.9410454545 -4.6558636364 6.5544545455 
132 22 -4.346 15.6938636364 47.9084090909 
133 22 80.1758181818 67.4616363636 34.1011818182 
134 22 69.2735909091 28.2945454545 0.0950454545 
135 22 11.9145454545 -9.4398636364 38.5819545455 
136 22 45.6290909091 66.1005909091 75.5465909091 
137 22 59.4840909091 75.2162727273 46.6541818182 
138 22 34.6447727273 40.7826363636 37.4274090909 
139 22 6.9779090909 -6.5940454545 34.6657727273 
140 22 30.4494090909 80.0015454545 8.736 
141 22 -0.4456818182 -6.6337272727 7.8857727273 
142 22 64.8961363636 52.2151818182 -4.2160909091 
143 22 82.0028181818 80.4929545455 18.959 
144 22 82.3115454545 56.1690454545 78.3115909091 
145 22 49.3395 22.5206818182 81.273 
146 22 13.5117272727 14.8156363636 -9.7548181818 
147 22 -5.1770909091 29.1728181818 18.7325 
148 22 25.2418181818 -2.5288181818 82.2460454545 
