# Cluster list (12 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 21692 19.4216284344 19.5020397382 19.3777265812 
2 44 6.3366818182 42.0884090909 45.3861818182 
3 44 42.9880227273 -4.7205454545 27.6431590909 
4 44 50.7887272727 14.3527954545 12.8964772727 
5 22 21.7828636364 16.4849090909 -8.5848636364 
6 22 47.6903181818 35.5431363636 23.0601818182 
7 22 41.4390454545 20.3843636364 -3.8027727273 
8 22 8.2676818182 3.9253636364 46.7949545455 
9 22 29.8837727273 46.6523181818 41.0186818182 
10 22 29.9664545455 -5.6915909091 20.6624090909 
11 22 31.6525 42.267 31.9903181818 
12 22 40.4041363636 30.8153636364 43.8633636364 
