# Cluster list (19 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 20570 23.2209860476 22.7245824988 24.1135802139 
2 440 50.4645431818 35.4878409091 12.8525090909 
3 198 29.144520202 3.1728080808 -4.0835757576 
4 176 18.7320511364 44.1940909091 48.3669545455 
5 110 -7.1022909091 52.6700818182 10.0163272727 
6 88 44.1882727273 55.9940681818 9.0490909091 
7 66 -5.3174848485 15.7704090909 48.2256060606 
8 44 36.9365681818 56.0839772727 10.4202272727 
9 44 10.27025 59.0399772727 2.7758409091 
10 44 1.2704545455 -3.2317272727 23.4071136364 
11 44 51.1277045455 40.7968863636 -2.7586590909 
12 22 19.0516818182 48.2940909091 18.7493181818 
13 22 5.5052727273 48.7373181818 54.8171818182 
14 22 33.1702272727 55.1088636364 -5.4328636364 
15 22 47.8794090909 44.7693636364 -7.1953181818 
16 22 4.6955909091 0.2689545455 57.3945 
17 22 41.3782727273 54.3210909091 -12.8963636364 
18 22 44.9813636364 54.3852727273 35.6875909091 
19 22 27.3066363636 19.9097272727 59.6190454545 
