# Cluster list (61 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 14520 28.0627506887 26.5185325069 29.389022865 
2 1650 36.6744751515 49.2481327273 35.8632721212 
3 418 3.2879401914 47.3344521531 57.5181842105 
4 374 55.0803903743 4.2860026738 11.8570026738 
5 352 58.7831022727 8.6831704545 40.9944602273 
6 286 31.1715314685 60.383472028 49.8789440559 
7 264 53.0344015152 47.4903787879 14.4004924242 
8 264 45.8829242424 44.8571287879 54.3670265152 
9 220 30.6991636364 36.0147409091 61.0101818182 
10 220 41.0901272727 49.1346227273 4.4037363636 
11 220 56.0617 27.0058454545 46.4735136364 
12 198 6.1040505051 2.1857626263 3.2496060606 
13 176 -1.6184488636 5.9896477273 45.6559488636 
14 176 34.7359602273 37.7198011364 1.0944772727 
15 154 9.1888246753 58.9096363636 50.9890649351 
16 132 56.5583409091 63.7088560606 15.0372272727 
17 132 1.5746666667 3.6270833333 17.5663939394 
18 110 28.9307818182 57.6351090909 12.9259727273 
19 88 21.9435113636 -4.1825681818 -0.3232954545 
20 88 5.0263636364 62.3478522727 3.0703977273 
21 88 26.8992045455 -0.7874090909 50.6745227273 
22 88 16.8075795455 60.7980568182 20.7892727273 
23 88 63.213125 -1.4375227273 24.9339318182 
24 88 66.6329090909 45.7880113636 12.6110113636 
25 88 24.3124431818 55.7858068182 60.9470340909 
26 88 -5.0432386364 38.1037613636 26.9821931818 
27 66 28.2424393939 5.6698636364 -0.5343636364 
28 66 40.5100454545 44.6728484848 13.3363787879 
29 66 10.8036515152 13.594 -8.7477575758 
30 66 46.8508939394 63.6108484848 3.3995757576 
31 66 38.9077727273 10.5997727273 62.223 
32 66 58.6025 18.7181363636 -1.7395909091 
33 66 62.6056818182 48.975030303 -2.1621666667 
34 66 34.5985 65.6284393939 33.3427121212 
35 66 42.2335909091 -4.5585606061 32.2289848485 
36 66 11.9749393939 15.4193181818 7.9572575758 
37 66 27.7945 5.3225454545 63.4049545455 
38 44 16.8532727273 27.9493409091 -1.4378409091 
39 44 -5.8069772727 26.8576136364 44.0545454545 
40 44 -0.0167045455 20.7041818182 55.9985681818 
41 44 -1.0940454545 17.1595909091 -4.4439090909 
42 44 28.6714772727 35.824 -4.95825 
43 44 61.8724090909 58.9864545455 24.5181363636 
44 44 60.5304772727 -6.5437272727 43.1797045455 
45 44 44.5554318182 3.1321590909 66.2451136364 
46 22 30.9553636364 67.0958636364 20.2017272727 
47 22 4.9562727273 66.1625 61.9492727273 
48 22 3.7492272727 60.1402727273 26.2253636364 
49 22 13.7895454545 -5.8577727273 41.7361818182 
50 22 5.7685454545 1.1022727273 61.497 
51 22 58.3975 67.9754090909 -14.6210454545 
52 22 68.1743636364 25.9240909091 33.9500909091 
53 22 24.1364545455 -6.4107272727 65.2384545455 
54 22 11.2466818182 -0.9072272727 52.8701818182 
55 22 15.2692272727 23.4690909091 -2.4219545455 
56 22 -1.7361363636 13.3810909091 35.2420454545 
57 22 60.2217727273 68.8758636364 49.2979545455 
58 22 46.7740454545 37.2798636364 60.6423636364 
59 22 -3.2147272727 22.2485 23.7088181818 
60 22 47.4026363636 37.0067727273 -1.4131818182 
61 22 63.9917272727 64.9626363636 14.9862272727 
