# Cluster list (13 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 21714 20.667944598 20.4839898222 20.6688514783 
2 44 34.5773181818 44.2198636364 -1.8461818182 
3 22 18.4090454545 0.9625454545 -7.2147727273 
4 22 40.6495 26.9662272727 49.7302272727 
5 22 0.9832272727 35.935 -7.2618636364 
6 22 32.5944545455 50.2266363636 5.0700909091 
7 22 38.567 36.6645 -7.9255 
8 22 19.3351363636 48.9916818182 33.0936818182 
9 22 -5.3123636364 -2.5887272727 17.1389545455 
10 22 -5.7818181818 1.7240909091 20.3562272727 
11 22 1.4072272727 -8.9861818182 23.0451818182 
12 22 25.4926363636 -6.7884090909 20.0779545455 
13 22 10.8072272727 51.9096818182 -0.3055909091 
