# Cluster list (10 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 21780 17.947641506 17.9540161616 17.825393618 
2 44 44.661 35.4883409091 23.36025 
3 22 28.5529090909 -10.4007727273 6.4978636364 
4 22 9.2035454545 38.8261363636 43.8299090909 
5 22 30.4412272727 -6.6064090909 1.1358636364 
6 22 -8.5559090909 28.7692727273 4.8959545455 
7 22 10.9556818182 41.2300909091 38.0503181818 
8 22 17.1930909091 -6.651 1.3002727273 
9 22 39.9390909091 38.1361818182 13.2956818182 
10 22 15.4809545455 -7.2684545455 35.6616363636 
