# Cluster list (84 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 28832 43.8197720241 41.1253635197 47.8127914817 
2 1462 44.373123119 78.0820164159 8.7382216142 
3 136 84.2456102941 2.9101029412 13.0119705882 
4 136 74.2280735294 40.9862279412 31.69025 
5 102 11.5791666667 3.8113333333 47.4692745098 
6 102 3.0004215686 18.9935686275 17.0326568627 
7 102 93.0037058824 65.1051862745 45.8755196078 
8 102 86.9567352941 68.8896568627 18.0298627451 
9 102 -0.6701862745 0.6479803922 79.7565098039 
10 68 83.8067794118 95.4296617647 8.0995588235 
11 68 89.7266176471 62.9572794118 6.2343676471 
12 68 64.8408529412 74.7733676471 18.5731764706 
13 68 53.9859411765 39.6561176471 -1.5236029412 
14 68 58.1531764706 1.5827941176 -6.7994852941 
15 68 40.7692647059 66.8352205882 33.0246470588 
16 68 5.3983529412 -4.7662647059 6.8874411765 
17 68 65.9186764706 8.4169117647 27.0002941176 
18 68 85.6612647059 40.2671029412 82.6944411765 
19 68 -7.7122941176 70.4979117647 73.1624558824 
20 68 27.6344705882 52.4761176471 84.7284558824 
21 34 74.2509705882 92.5766176471 2.0608235294 
22 34 8.6921176471 1.4115588235 0.2443823529 
23 34 69.3126176471 95.3486764706 32.0386470588 
24 34 25.4026176471 13.6717941176 1.4055294118 
25 34 52.8353529412 77.9754411765 23.3216176471 
26 34 31.6585 87.8218823529 29.4835882353 
27 34 17.7510882353 101.209 68.8031470588 
28 34 17.9262941176 20.5564411765 91.5778529412 
29 34 42.9615294118 66.5805882353 -8.6672647059 
30 34 34.5481764706 44.0022352941 54.6142647059 
31 34 2.6105294118 11.0953529412 67.3053235294 
32 34 13.6917352941 29.4537941176 -5.5816470588 
33 34 87.3982058824 80.5202352941 24.3415588235 
34 34 47.0768235294 22.7959705882 3.7711764706 
35 34 -4.1662352941 32.8741764706 48.8975 
36 34 44.8031764706 74.4044117647 18.9814411765 
37 34 48.9761176471 32.6084411765 38.6245882353 
38 34 4.5822941176 23.3743529412 56.3063529412 
39 34 12.3138823529 82.6650294118 -0.9448235294 
40 34 19.3109117647 90.5314705882 52.5208235294 
41 34 97.2124117647 74.9707941176 12.5318823529 
42 34 34.8426176471 77.2312352941 25.6916764706 
43 34 12.4027941176 -11.7490882353 -10.7222352941 
44 34 18.6256764706 38.029 47.0005294118 
45 34 -0.5677352941 24.6074117647 0.481 
46 34 48.2639411765 7.8253823529 4.9973823529 
47 34 13.0830588235 -2.7500882353 79.2859705882 
48 34 -4.9068235294 -11.7488529412 7.9158529412 
49 34 65.2462647059 66.0953529412 90.9938235294 
50 34 86.8768529412 3.0920588235 91.9411176471 
51 34 0.3678235294 68.1190588235 -11.1414117647 
52 34 -8.3264117647 31.5659705882 30.3744411765 
53 34 12.9285588235 91.5487941176 7.8207647059 
54 34 9.0829705882 5.6998235294 63.3469705882 
55 34 89.8703235294 62.5697647059 54.9037352941 
56 34 56.3051470588 60.1361470588 -7.1812941176 
57 34 53.6929117647 89.1648823529 73.9837647059 
58 34 40.5628823529 -8.8243529412 1.3896176471 
59 34 17.5209411765 -0.0772058824 19.2821176471 
60 34 -6.6616176471 64.5909117647 80.6319705882 
61 34 71.6506470588 6.499 9.3115 
62 34 -1.0250294118 49.7968235294 70.5132941176 
63 34 3.4614117647 62.7632941176 74.8210588235 
64 34 95.7884117647 79.4955294118 -3.0228823529 
65 34 1.5044411765 81.3945882353 83.6483529412 
66 34 97.2070588235 20.9064411765 38.1669117647 
67 34 88.5047647059 34.0712058824 59.1654705882 
68 34 68.7755 -7.9735882353 65.6821470588 
69 34 43.4888529412 44.1526764706 4.6250294118 
70 34 95.1917352941 -2.009 76.8254117647 
71 34 48.1245294118 80.8659705882 33.6861764706 
72 34 52.3403235294 88.0129117647 33.0852647059 
73 34 35.7396764706 -11.1324705882 33.9980294118 
74 34 -1.1306764706 94.7733823529 67.128 
75 34 16.4273823529 67.4062058824 -5.0275882353 
76 34 87.5678529412 28.8604705882 74.5268235294 
77 34 24.4761176471 2.6949705882 27.1384117647 
78 34 58.4318529412 87.5278823529 57.5446176471 
79 34 67.2686176471 79.0596764706 61.4484705882 
80 34 86.8992647059 99.0966176471 20.6965588235 
81 34 29.5238529412 80.8102647059 37.1637941176 
82 34 23.9941764706 2.7341764706 83.3593235294 
83 34 36.6256176471 -8.0345588235 76.2518823529 
84 34 80.9139411765 40.1045 -3.8097352941 
