# Cluster list (25 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 33014 34.8075153571 33.683654904 35.5512391713 
2 102 55.5611176471 77.1223039216 9.435872549 
3 102 69.5074901961 72.1804607843 54.0337647059 
4 68 -3.2609852941 14.5593235294 74.1823235294 
5 34 63.8015882353 -6.6191470588 13.5485588235 
6 34 57.9732647059 12.3972647059 72.4412941176 
7 34 49.3922647059 72.4831470588 -2.3711176471 
8 34 4.7735882353 39.1236764706 -5.192 
9 34 -8.4480588235 38.6330588235 1.4882352941 
10 34 39.6455 81.6545588235 15.4610588235 
11 34 0.5364117647 11.1018235294 2.7111176471 
12 34 60.5932647059 1.9341470588 6.5838529412 
13 34 -4.7281176471 64.7542647059 38.6123235294 
14 34 80.0932941176 1.2252352941 34.0828235294 
15 34 72.9208235294 25.2055 71.3348823529 
16 34 73.4834117647 82.2015 1.3316176471 
17 34 18.5683529412 -11.1963235294 -2.8704411765 
18 34 47.8298823529 23.3012941176 -1.4798529412 
19 34 50.2401470588 41.5585882353 84.0218235294 
20 34 38.1940882353 73.0573823529 32.8892352941 
21 34 -13.8113823529 19.8969117647 43.6157058824 
22 34 -5.8222058824 70.5004705882 69.3891764706 
23 34 -8.2042058824 69.9411176471 48.3708529412 
24 34 -9.3657941176 17.6937647059 53.5476764706 
25 34 67.8995588235 34.3437058824 -6.8578823529 
