# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1424979956 7.7668369727 
0.4274939867 2.5889456576 
0.7124899778 2.4526853598 
0.9974859689 2.7988601703 
1.28248196 4.7110322621 
1.5674779511 5.775340313 
1.8524739422 5.6263700905 
2.1374699333 6.3574701058 
2.4224659245 5.9414513247 
2.7074619156 5.5122569905 
2.9924579067 5.4829332506 
3.2774538978 4.8844339988 
3.5624498889 4.6810787156 
3.84744588 4.2454922392 
4.1324418711 4.0701015726 
4.4174378622 3.6446322364 
4.7024338534 3.4825597034 
4.9874298445 3.1918122198 
5.2724258356 3.0578296812 
5.5574218267 2.8135781029 
5.8424178178 2.6813346779 
6.1274138089 2.3668227064 
6.4124098 2.1969394026 
6.6974057912 1.946787139 
6.9824017823 1.9593186737 
7.2673977734 1.7356949872 
7.5523937645 1.5715526797 
7.8373897556 1.470758463 
8.1223857467 1.3449344286 
8.4073817378 1.3009179252 
8.6923777289 1.2550496147 
8.9773737201 1.1496762376 
9.2623697112 1.1118823099 
9.5473657023 1.0372698818 
9.8323616934 1.0838627158 
10.1173576845 1.0332501976 
10.4023536756 1.0493099738 
10.6873496667 1.0922785661 
10.9723456578 1.0595639975 
11.257341649 1.1078099022 
11.5423376401 1.1006044128 
11.8273336312 1.1398976913 
12.1123296223 1.1480414126 
12.3973256134 1.213069482 
12.6823216045 1.2092786063 
12.9673175956 1.2588336638 
13.2523135867 1.2834976468 
13.5373095779 1.3218194996 
13.822305569 1.3137330877 
14.1073015601 1.3115540238 
14.3922975512 1.3904035691 
14.6772935423 1.3789055796 
14.9622895334 1.4051503339 
15.2472855245 1.3932127499 
15.5322815156 1.4288446576 
15.8172775068 1.424046183 
16.1022734979 1.4057134196 
16.387269489 1.3731669628 
16.6722654801 1.3727690815 
16.9572614712 1.3647967928 
