# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.2352590072 2.0418141565 
0.7057770217 6.7088179427 
1.1762950361 9.6717512675 
1.6468130505 10.3194391151 
2.117331065 12.1169954859 
2.5878490794 11.9591972021 
3.0583670939 10.2894571664 
3.5288851083 9.1096323904 
3.9994031227 7.7156110982 
4.4699211372 6.6528483401 
4.9404391516 5.6134467746 
5.4109571661 4.3819286179 
5.8814751805 3.8093547695 
6.3519931949 2.9152776165 
6.8225112094 2.3783413708 
7.2930292238 1.8464116921 
7.7635472383 1.459509752 
8.2340652527 1.2086473353 
8.7045832671 0.9105656121 
9.1751012816 0.8088518832 
9.645619296 0.7124490316 
10.1161373105 0.6403670931 
10.5866553249 0.6075707694 
11.0571733394 0.6469236163 
11.5276913538 0.740313517 
11.9982093682 0.7629331215 
12.4687273827 0.8382388445 
12.9392453971 0.891775156 
13.4097634116 0.9920016255 
13.880281426 1.0541422761 
14.3507994404 1.1529556111 
14.8213174549 1.2441554853 
15.2918354693 1.3201884527 
15.7623534838 1.334122704 
16.2328714982 1.3053659253 
16.7033895126 1.3662496207 
17.1739075271 1.4262559732 
17.6444255415 1.3599188859 
18.114943556 1.4205920846 
18.5854615704 1.3316937876 
19.0559795848 1.3887323677 
19.5264975993 1.3119456163 
19.9970156137 1.3345830858 
20.4675336282 1.2674569469 
20.9380516426 1.2259133304 
21.408569657 1.1913596044 
21.8790876715 1.1343761708 
22.3496056859 1.0913404666 
22.8201237004 1.0465129381 
23.2906417148 1.0396558819 
23.7611597292 0.9983566539 
24.2316777437 0.9350723622 
24.7021957581 0.9234955793 
25.1727137726 0.8892960225 
25.643231787 0.8624608332 
26.1137498014 0.8469076574 
26.5842678159 0.847255869 
27.0547858303 0.8190723388 
27.5253038448 0.8189530239 
27.9958218592 0.8122271736 
