# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.131047055 0.0 
0.393141165 1.1461042336 
0.655235275 1.9704949982 
0.9173293851 3.0356274296 
1.1794234951 3.2003238437 
1.4415176051 5.4954228639 
1.7036117151 6.4434521482 
1.9657058251 6.3612175808 
2.2277999351 5.8907292869 
2.4898940452 5.3978267043 
2.7519881552 5.2272971542 
3.0140822652 4.8702212649 
3.2761763752 4.4988867679 
3.5382704852 4.1458103174 
3.8003645953 3.8651502523 
4.0624587053 3.6126392348 
4.3245528153 3.5645665333 
4.5866469253 3.1863942513 
4.8487410353 2.8617266697 
5.1108351453 2.7469001264 
5.3729292554 2.4452041421 
5.6350233654 2.3175489118 
5.8971174754 2.042213381 
6.1592115854 1.8398535072 
6.4213056954 1.7714448371 
6.6833998054 1.5954992817 
6.9454939155 1.5281389782 
7.2075880255 1.4013553014 
7.4696821355 1.299263013 
7.7317762455 1.1962911036 
7.9938703555 1.1862103534 
8.2559644656 1.13814785 
8.5180585756 1.083536852 
8.7801526856 1.1421329785 
9.0422467956 1.0611600759 
9.3043409056 1.1358991267 
9.5664350156 1.0965936012 
9.8285291257 1.1485491111 
10.0906232357 1.1606227566 
10.3527173457 1.2545691291 
10.6148114557 1.270007394 
10.8769055657 1.3047739766 
11.1389996757 1.3097326968 
11.4010937858 1.367034314 
11.6631878958 1.377858689 
11.9252820058 1.4454088653 
12.1873761158 1.4449240724 
12.4494702258 1.4838909002 
12.7115643359 1.4517536835 
12.9736584459 1.5075586818 
13.2357525559 1.5022738628 
13.4978466659 1.5107104734 
13.7599407759 1.5251821244 
14.0220348859 1.4764862079 
14.284128996 1.5089322039 
14.546223106 1.4602566007 
14.808317216 1.4950295663 
15.070411326 1.4464477096 
15.332505436 1.4555051201 
15.594599546 1.4110214631 
