# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.2476634147 7.4453960835 
0.7429902441 7.7113030865 
1.2383170735 8.4250534629 
1.7336439029 9.0049047226 
2.2289707323 9.5508564513 
2.7242975617 8.8362942529 
3.2196243911 8.9989629828 
3.7149512205 7.9189937633 
4.2102780499 7.5997936981 
4.7056048793 6.4357344375 
5.2009317087 5.921451719 
5.6962585381 4.9510946248 
6.1915853675 4.1473554943 
6.6869121969 3.7465178647 
7.1822390263 3.0589840486 
7.6775658557 2.7391002928 
8.172892685 2.2008116942 
8.6682195144 1.8491965789 
9.1635463438 1.5713628053 
9.6588731732 1.2903830635 
10.1542000026 1.1675868957 
10.649526832 0.9796573794 
11.1448536614 0.8785959499 
11.6401804908 0.797560534 
12.1355073202 0.7740979548 
12.6308341496 0.7384336966 
13.126160979 0.7129134598 
13.6214878084 0.7620948613 
14.1168146378 0.7836455049 
14.6121414672 0.7235807186 
15.1074682966 0.842308783 
15.602795126 0.8321987057 
16.0981219554 0.9133473422 
16.5934487848 0.920447318 
17.0887756142 0.9674219498 
17.5841024436 0.9949183738 
18.079429273 1.0459319242 
18.5747561024 1.0561909353 
19.0700829318 1.0974718086 
19.5654097612 1.0962912306 
20.0607365906 1.1805060545 
20.55606342 1.1462768694 
21.0513902494 1.1915519013 
21.5467170788 1.1672366592 
22.0420439082 1.1686301713 
22.5373707376 1.1546897082 
23.032697567 1.1425761987 
23.5280243964 1.1172493827 
24.0233512258 1.0919632913 
24.5186780551 1.1012116572 
25.0140048845 1.0881994733 
25.5093317139 1.0416723878 
26.0046585433 0.9985420555 
26.4999853727 0.9789044111 
26.9953122021 0.9391342383 
27.4906390315 0.9263439181 
27.9859658609 0.8800447287 
28.4812926903 0.886294125 
28.9766195197 0.8598790694 
29.4719463491 0.8161474805 
