# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.101101146 0.0 
0.3033034379 1.2708149502 
0.5055057298 0.9363899633 
0.7077080218 0.9616978002 
0.9099103137 1.3610914221 
1.1121126056 1.9876849222 
1.3143148976 2.3815272296 
1.5165171895 2.3160414478 
1.7187194814 2.5552945774 
1.9209217734 3.0418276669 
2.1231240653 2.9562764704 
2.3253263572 3.263999104 
2.5275286492 2.9842022712 
2.7297309411 2.8622376942 
2.931933233 2.9793326726 
3.134135525 2.6485593138 
3.3363378169 2.5405929238 
3.5385401088 2.6070835541 
3.7407424008 2.4657357263 
3.9429446927 2.4142885251 
4.1451469846 2.3232768163 
4.3473492766 2.1613932715 
4.5495515685 2.0575099195 
4.7517538604 2.0507900887 
4.9539561524 2.0234723333 
5.1561584443 2.0442034438 
5.3583607362 1.8759649266 
5.5605630282 1.867483759 
5.7627653201 1.8640705138 
5.964967612 1.8148009745 
6.167169904 1.7657543451 
6.3693721959 1.7859140567 
6.5715744878 1.7881236551 
6.7737767798 1.7974589837 
6.9759790717 1.6972669008 
7.1781813636 1.7504375194 
7.3803836556 1.6691965196 
7.5825859475 1.6263459401 
7.7847882394 1.6996590329 
7.9869905314 1.6774069585 
8.1891928233 1.7052661495 
8.3913951152 1.6740062234 
8.5935974072 1.6984847905 
8.7957996991 1.6489777221 
8.998001991 1.6500701105 
9.200204283 1.656635815 
9.4024065749 1.609920959 
9.6046088668 1.5608113298 
9.8068111588 1.5517376259 
10.0090134507 1.5517968438 
10.2112157426 1.5246678909 
10.4134180346 1.4988280386 
10.6156203265 1.4695286678 
10.8178226184 1.4928042859 
11.0200249104 1.4734665095 
11.2222272023 1.4291912318 
11.4244294942 1.3945304289 
11.6266317862 1.3868055879 
11.8288340781 1.3493306105 
12.03103637 1.3121743672 
