# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1201874642 0.0 
0.3605623926 1.7308101095 
0.600937321 1.0020479581 
0.8413122493 1.8243674127 
1.0816871777 2.5536542599 
1.3220621061 2.5296455447 
1.5624370345 3.2435654021 
1.8028119629 3.4206542993 
2.0431868913 3.2462659657 
2.2835618197 2.9570667184 
2.523936748 3.0328394668 
2.7643116764 2.8033020161 
3.0046866048 2.3877060572 
3.2450615332 2.0472287767 
3.4854364616 2.0078494456 
3.72581139 1.9564635773 
3.9661863183 1.7075066686 
4.2065612467 1.5387071376 
4.4469361751 1.5892443362 
4.6873111035 1.418323797 
4.9276860319 1.3382552393 
5.1680609603 1.2354015922 
5.4084358887 1.2021097206 
5.648810817 1.2085378978 
5.8891857454 1.1272849853 
6.1295606738 1.1071507005 
6.3699356022 1.1295035124 
6.6103105306 1.0808981601 
6.850685459 1.1185990654 
7.0910603873 1.1461396704 
7.3314353157 1.1373363457 
7.5718102441 1.099997557 
7.8121851725 1.1267470041 
8.0525601009 1.1319405587 
8.2929350293 1.1695448878 
8.5333099577 1.1819496701 
8.773684886 1.138428766 
9.0140598144 1.1737017595 
9.2544347428 1.1882534887 
9.4948096712 1.1979971704 
9.7351845996 1.1624319065 
9.975559528 1.1670490462 
10.2159344563 1.1638811661 
10.4563093847 1.1259259705 
10.6966843131 1.1373645291 
10.9370592415 1.0820698205 
11.1774341699 1.0989990506 
11.4178090983 1.0959155162 
11.6581840267 1.0673778655 
11.898558955 1.0378738896 
12.1389338834 1.0089417185 
12.3793088118 1.0051619349 
12.6196837402 0.9651427518 
12.8600586686 0.9435102041 
13.100433597 0.9286278906 
13.3408085253 0.9244972081 
13.5811834537 0.8889897597 
13.8215583821 0.868458707 
14.0619333105 0.8476198725 
14.3023082389 0.8327313492 
